call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode
P170164984,10/12/2017 0:00,0906,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170165057,10/12/2017 0:00,1105,8277,NE NEW HOLLAND CT,121998994,23435997,WC3
P170151642,9/18/2017 0:00,1233,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P170154604,9/23/2017 0:00,1953,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P170154685,9/23/2017 0:00,2325,10156,THREE T RD NE,122553843,22253106,PC4
P170154700,9/23/2017 0:00,2350,,GROW AVE NW / WYATT WAY NW,122332496,23385509,SUSPI4
P170151678,9/18/2017 0:00,1340,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,DUI3
P170151755,9/18/2017 0:00,1606,,NE EAGLE HARBOR DR / WYATT WAY NW,121975274,23400294,T
P170030809,2/24/2017 0:00,1623,9009,MILLER RD NE,121314893,24055048,T
P170024357,2/13/2017 0:00,1642,10150,NE COUNTRY CLUB RD,122366445,22216294,SFC
P170030894,2/24/2017 0:00,1925,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,MVCG
P170031078,2/25/2017 0:00,0208,12781,NORTH MADISON AVE NE,122441645,25215900,PC4
P170028196,2/20/2017 0:00,0748,4811,TAYLOR AVE NE,122602395,22591095,BURGL1
P170129204,8/11/2017 0:00,1003,625,WINSLOW WAY E,122607645,23236096,FU
P170129299,8/11/2017 0:00,1203,1270,MADISON AVE N,122444495,23625547,SUSPI3
P170134424,8/19/2017 0:00,2334,8040,NE DAY RD W,121947794,25271751,PC4
P170134535,8/20/2017 0:00,0821,6750,NE BAKER HILL RD,121477939,22612767,T
P170129307,8/11/2017 0:00,1211,,BJUNE DR SE / WINSLOW WAY E,122533352,23245950,MVC4
P170134643,8/20/2017 0:00,1408,11009,NE WING POINT WAY,122876239,23371151,PC4
P170159938,10/3/2017 0:00,1235,8449,NE LOVGREEN RD W,122118794,24952700,FU
P170162629,10/7/2017 0:00,2053,,GROW AVE NW / WYATT WAY NW,122332496,23385509,T
P170162658,10/7/2017 0:00,2152,9551,NE NEW BROOKLYN RD,122429500,23912200,UNWAN3
P170162704,10/7/2017 0:00,2337,,CAMPBELL ST NE / PLEASANT BEACH DR NE,122041059,22157116,SUSPI3
P170162768,10/8/2017 0:00,0259,10330,NE VALLEY RD,122700043,24698182,PC4
P170162783,10/8/2017 0:00,0432,9330,NE HIGH SCHOOL RD,122364045,23666097,OPEN3
P170151742,9/18/2017 0:00,1545,625,WINSLOW WAY E,122607645,23236096,FI
P170151838,9/18/2017 0:00,1855,907,CARVER ST,118435000,20790500,MEDIA
P170152058,9/19/2017 0:00,0745,199,CAMELIA LOOP NE,122475146,23598420,PC4
P170152075,9/19/2017 0:00,0812,,KIMIKO LN / MADISON AVE N,122440262,23811001,T
P170155760,9/26/2017 0:00,0334,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170152160,9/19/2017 0:00,1100,11299,ARROW POINT DR NE,121095342,24676599,FU
P170134694,8/20/2017 0:00,1601,9272,MILLER RD NE,121335339,24095091,PC4
P170134906,8/21/2017 0:00,0640,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,T
P170131913,8/15/2017 0:00,2045,5399,CREOSOTE PL NE,122937886,22898499,PC4
P170132100,8/16/2017 0:00,0806,341,SHEPARD WAY NW,122355995,23310347,FRAUD4
P170132123,8/16/2017 0:00,0855,7666,NE HIGH SCHOOL RD,121802600,23667700,PC4
P170135346,8/21/2017 0:00,2054,5374,NE FLETCHER LNDG,121044115,23917953,FU
P170165163,10/12/2017 0:00,1434,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,WCB
P170165343,10/12/2017 0:00,1948,245,NE HIGH SCHOOL RD,122404295,23635147,SUSPI4
P170165355,10/12/2017 0:00,2034,499,OLYMPIC DR SE,122674000,23182900,WC3
P170165359,10/12/2017 0:00,2045,499,OLYMPIC DR SE,122674000,23182900,WC3
P170165370,10/12/2017 0:00,2132,5382,NE FLETCHER LNDG,121045533,23917876,ALRFRP
P170165395,10/12/2017 0:00,2220,,NE HIGH SCHOOL RD / MADISON AVE N,122434490,23650765,T
P170164432,10/11/2017 0:00,0817,10983,SUNRISE DR NE,122706545,24625799,MVC3
P170162820,10/8/2017 0:00,0817,1521,TOE JAM HILL RD NE,122692195,21506762,GUNVI3
P170162838,10/8/2017 0:00,0923,9413,COPPERTOP LOOP NE,122343716,24100891,PC4
P170163079,10/8/2017 0:00,1947,10141,THREE T RD NE,122548189,22257906,PC4
P170163196,10/9/2017 0:00,0020,8443,FERNCLIFF AVE NE,122686945,23776848,MVCG
P170135350,8/21/2017 0:00,2057,15446,SUNRISE DR NE,122763796,26092302,PC4
P170135353,8/21/2017 0:00,2110,,BARNACLE LN NE / NE WILLIAMS LN,121350879,24730802,FI
P170132151,8/16/2017 0:00,1005,,BJUNE DR SE / WINSLOW WAY E,122533352,23245950,TRAFF3
P170135410,8/21/2017 0:00,2306,,VILLAGE CIR NW / WEAVER RD NW,122169054,23435725,T
P170132300,8/16/2017 0:00,1348,253,HIGH SCHOOL RD NE,122470100,23646300,NARCO3
P170132340,8/16/2017 0:00,1454,12781,NORTH MADISON AVE NE,122441645,25215900,T
P170152239,9/19/2017 0:00,1245,825,HIGH SCHOOL RD NE,122681400,23613000,FRAUD4
P170152282,9/19/2017 0:00,1418,9624,SPORTSMAN CLUB RD NE,122373345,24193248,T
P170156115,9/26/2017 0:00,1633,4727,BLAKELY HEIGHTS DR NE,121860494,22580695,KEEP4
P170156315,9/27/2017 0:00,0355,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590942,26041592,T
P170152351,9/19/2017 0:00,1559,5208,NE FOREST GLADE LN,121017056,24163139,DV3
P170156477,9/27/2017 0:00,1156,299,SHANNON DR SE,122508700,23164500,SUSPI3
P170164589,10/11/2017 0:00,1337,9737,NE CHARISMA CIR,122460945,22061694,THREA4
P170163232,10/9/2017 0:00,0307,8820,MILLER RD NE,121371343,23950648,OPEN3
P170163416,10/9/2017 0:00,1246,625,WINSLOW WAY E,122607645,23236096,PC4
P170163502,10/9/2017 0:00,1444,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,RECKL3
P170163538,10/9/2017 0:00,1551,5769,NE TOLO RD,121108492,24455849,CIVIL4
P170163560,10/9/2017 0:00,1645,,ERICKSEN AVE NE / WYATT WAY NE,122529249,23379651,TRAFF3
P170165517,10/13/2017 0:00,0747,,GROW AVE NW / IHLAND WAY NW,122336344,23584729,T
P170165532,10/13/2017 0:00,0819,8555,MADISON AVE N,122413545,23788748,TRAFF3
P170165578,10/13/2017 0:00,1010,9157,SPORTSMAN CLUB RD NE,122310068,24063719,T
P170165672,10/13/2017 0:00,1253,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P170165680,10/13/2017 0:00,1316,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL
P170165873,10/13/2017 0:00,1936,499,OLYMPIC DR SE,122674000,23182900,INTOX3
P170132458,8/16/2017 0:00,1743,8318,NE SUMANEE PL,121995844,25651451,SUICIA
P170132584,8/16/2017 0:00,2200,253,HIGH SCHOOL RD NE,122470100,23646300,THEFT3
P170132681,8/17/2017 0:00,0335,625,WINSLOW WAY E,122607645,23236096,PC4
P170132704,8/17/2017 0:00,0637,9309,NE SOUTH BEACH DR,122282045,21593993,BLSP
P170132968,8/17/2017 0:00,1423,15798,STATE HWY 305 NE,121419100,26448500,RECKL3
P170133042,8/17/2017 0:00,1602,891,PARK AVE NE,123018196,23493097,FU
P170156552,9/27/2017 0:00,1344,,"XY(122406622,24662893)",122406622,24662893,CELL
P170151099,9/17/2017 0:00,0846,4476,ROCKAWAY BEACH RD NE,122945096,22467945,PC4
P170151123,9/17/2017 0:00,1011,1014,CHERRY AVE NE,122949396,23579397,PC4
P170151185,9/17/2017 0:00,1309,,NE HIGH SCHOOL RD / LOVELL AVE NW,122306189,23652413,T
P170151258,9/17/2017 0:00,1627,315,WYATT WAY NE,122502465,23380333,PC4
P170163734,10/9/2017 0:00,2259,11299,ARROW POINT DR NE,121095342,24676599,PC4
P170163792,10/10/2017 0:00,0231,1225,MADISON AVE N,122436056,23613851,PC4
P170163791,10/10/2017 0:00,0229,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,PC3
P170163924,10/10/2017 0:00,1131,11153,MANITOU BEACH DR NE,122843296,24680249,PC4
P170164207,10/10/2017 0:00,1854,,POINT WHITE DR NE / NE WOODSON LN,121766395,22560163,CELL
P170164448,10/11/2017 0:00,0858,,NE BUSINESS PARK LN / COPPERTOP LOOP NE,122341873,24093714,T
P170133542,8/18/2017 0:00,1156,,SHANNON DR SE / WINSLOW WAY E,122529957,23241273,CELL
P170133649,8/18/2017 0:00,1440,10333,NE VALLEY RD,122700707,24698163,PC4
P170136565,8/23/2017 0:00,2131,,NE KOURA RD / STATE HWY 305 NE,122310462,24709752,DUI3
P170133761,8/18/2017 0:00,1715,12148,PLEASANT PL NE,122256345,25022250,MISSI3
P170136592,8/23/2017 0:00,2223,15289,HARVEY RD NE,121474293,26076002,FU
P170133935,8/18/2017 0:00,2303,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,T
P170151379,9/17/2017 0:00,2301,240,WEAVER RD NW,122177400,23311200,PC4
P170156996,9/28/2017 0:00,0808,9077,SPORTSMAN CLUB RD NE,122290926,24015790,T
P170154204,9/22/2017 0:00,2215,625,WINSLOW WAY E,122607645,23236096,FOUND4
P170154325,9/23/2017 0:00,0938,9090,NE DAY RD E,122298145,25258501,CIVIL4
P170154471,9/23/2017 0:00,1455,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,RECKL3
P170157046,9/28/2017 0:00,0946,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170163598,10/9/2017 0:00,1749,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,TRAFF3
P170165076,10/12/2017 0:00,1133,,SPORTSMAN CLUB RD NE / NE WARDWELL RD,122380026,24286054,T
P170163712,10/9/2017 0:00,2145,9524,NE HIGH SCHOOL RD,122403357,23648787,T
P170163806,10/10/2017 0:00,0410,625,WINSLOW WAY E,122607645,23236096,CPR
P170164115,10/10/2017 0:00,1620,625,WINSLOW WAY E,122607645,23236096,FOUND4
P170165666,10/13/2017 0:00,1244,,MADISON AVE N / WALLACE WAY NE,122433841,23514716,T
P170154552,9/23/2017 0:00,1751,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL
P170154814,9/24/2017 0:00,1038,635,HIGH SCHOOL RD NE,122615945,23616547,MALIC4
P170154860,9/24/2017 0:00,1238,843,GROW AVE NW,122325745,23502747,ASSIS3
P170157659,9/29/2017 0:00,0947,,MILLER RD NE / NE TOLO RD,121434233,24330578,T
P170157675,9/29/2017 0:00,1010,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170158098,9/29/2017 0:00,2145,5377,CREOSOTE PL NE,122941009,22883861,PC4
P170164464,10/11/2017 0:00,0933,,KNECHTEL WAY NE / MADISON AVE N,122432491,23447763,T
P170165918,10/13/2017 0:00,2057,240,WEAVER RD NW,122177400,23311200,RECKL3
P170165930,10/13/2017 0:00,2124,,DEAD END / NE HIGH SCHOOL RD,122327956,23705055,CELL
P170165954,10/13/2017 0:00,2211,253,HIGH SCHOOL RD NE,122470100,23646300,MVC4
P170166158,10/14/2017 0:00,1103,272,WINSLOW WAY E,122485851,23247727,PC4
P170133965,8/18/2017 0:00,2353,4734,WOODSMAN WAY NE,122384245,22539595,BURGL1
P170136897,8/24/2017 0:00,1345,5797,WIMSEY AVE NE,122163494,22950296,THEFT4
P170133977,8/19/2017 0:00,0043,215,SHANNON DR SE,122465740,23199482,PC4
P170137144,8/24/2017 0:00,2107,1315,33RD ST S,122611700,23667200,PC4
P170137149,8/24/2017 0:00,2120,835,MADISON AVE N,122415345,23498497,FI
P170131815,8/15/2017 0:00,1721,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170162201,10/7/2017 0:00,0106,12420,STATE HWY 305 NE,122108300,25121300,WC4
P170162265,10/7/2017 0:00,0734,625,E WINSLOW WAY,122602445,23238411,PC4
P170165841,10/13/2017 0:00,1815,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,PC3
P170165877,10/13/2017 0:00,1939,8401,NE PAULANNA LN,122063694,24102098,MISC4
P170162433,10/7/2017 0:00,1404,625,WINSLOW WAY E,122607645,23236096,PC4
P170162450,10/7/2017 0:00,1427,,NORTH MADISON AVE NE / STATE HWY 305 NE,122395381,24298435,DUI3
P170166350,10/14/2017 0:00,1819,253,HIGH SCHOOL RD NE,122470100,23646300,WC3
P170167507,10/16/2017 0:00,2148,,MILLER RD NE / NE NEW BROOKLYN RD,121365993,23936591,T
P170166426,10/14/2017 0:00,2127,6500,NE HIDDEN COVE RD,121459593,25666301,ALRA
P170166474,10/14/2017 0:00,2313,499,OLYMPIC DR SE,122674000,23182900,SUICI3
P170166580,10/15/2017 0:00,0911,941,MADISON AVE N,122434132,23528115,PC4
P170166604,10/15/2017 0:00,0956,7558,NE NORTH ST,121831053,26630156,PC4
P170154931,9/24/2017 0:00,1557,7369,ISLAND CENTER RD NE,121608393,23457447,T
P170155483,9/25/2017 0:00,1518,5751,NE TOLO RD,121185636,24338287,FRAUD4
P170158236,9/30/2017 0:00,0228,12879,PHELPS RD NE,122018999,25279329,PC4
P170155709,9/25/2017 0:00,2234,2600,FORT WARD HILL RD NE,122359200,21867100,PC4
P170158288,9/30/2017 0:00,0741,239,WINSLOW WAY E,122474332,23248041,PC4
P170158375,9/30/2017 0:00,1154,,HIGH SCHOOL RD NE / STONECRESS LN NE,122669147,23642326,T
P170162593,10/7/2017 0:00,1922,15446,SUNRISE DR NE,122763796,26092302,PC4
P170162577,10/7/2017 0:00,1849,8555,MADISON AVE N,122413545,23788748,MALIC3
P170164377,10/11/2017 0:00,0301,263,WINSLOW WAY E,122482463,23247817,PC4
P170164391,10/11/2017 0:00,0409,10369,NE VALLEY RD,122712651,24697905,PC4
P170164430,10/11/2017 0:00,0806,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,TRAFF3
P170164435,10/11/2017 0:00,0822,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310356,23631377,CELL
P170166612,10/15/2017 0:00,1011,12684,MANZANITA RD NE,121482633,25213261,PC4
P170166877,10/15/2017 0:00,2028,1355,WINTERGREEN LN NE,122609892,23713601,PC4
P170166880,10/15/2017 0:00,2033,1355,WINTERGREEN LN NE,122609892,23713601,PC4
P170166886,10/15/2017 0:00,2049,,NE HIGH SCHOOL RD / MARTIN LUTHER KING JR LN NE,122292547,23652968,PC4
P170166916,10/15/2017 0:00,2146,11172,SUNRISE DR NE,122722598,24688796,PC4
P170158514,9/30/2017 0:00,1643,,MADISON AVE N / STATE HWY 305 NE,122472788,23963126,DUI3
P170155733,9/25/2017 0:00,2341,,NE LOVGREEN RD E / STATE HWY 305 NE,122194159,24976179,T
P170155876,9/26/2017 0:00,1021,2600,FORT WARD HILL RD NE,122359200,21867100,BLSP
P170155950,9/26/2017 0:00,1147,625,WINSLOW WAY E,122607645,23236096,TRAFF4
P170155976,9/26/2017 0:00,1230,428,HARBORVIEW DR SE,122621045,23140846,UNWAN4
P170156356,9/27/2017 0:00,0759,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170166610,10/15/2017 0:00,1005,15250,ALMA PL NE,121566400,26061700,PC4
P170164468,10/11/2017 0:00,0944,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170164527,10/11/2017 0:00,1124,5103,CRYSTAL SPRINGS DR NE,121085792,22721395,MALIC4
P170164588,10/11/2017 0:00,1334,9330,NE HIGH SCHOOL RD,122364045,23666097,FI
P170164598,10/11/2017 0:00,1353,5273,ROSE AVE NE,122407995,22798946,FU
P170166882,10/15/2017 0:00,2039,,MADISON AVE N / MADRONA WAY NE,122430415,23356907,T
P170134181,8/19/2017 0:00,1411,,NE EAGLE HARBOR DR / TAYLOR AVE NE,122683487,22854158,SUSPI4
P170137663,8/25/2017 0:00,1850,10384,SILVERDALE WAY NW,118370237,24508099,T
P170137685,8/25/2017 0:00,1912,10300,SILVERDALE WAY NW,118357343,24453870,T
P170137766,8/25/2017 0:00,2059,2201,NW BUCKLIN HILL RD,118563957,24273060,T
P170134274,8/19/2017 0:00,1814,499,OLYMPIC DR SE,122674000,23182900,ASSIS3
P170137841,8/25/2017 0:00,2245,9903,SILVERDALE WAY NW,118260767,24383265,T
P170156594,9/27/2017 0:00,1444,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170152755,9/20/2017 0:00,1037,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170152806,9/20/2017 0:00,1209,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,TRAFF3
P170156651,9/27/2017 0:00,1609,260,OLYMPIC DR SE,122654095,23198096,PC4
P170156835,9/27/2017 0:00,2141,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170156984,9/28/2017 0:00,0744,9077,SPORTSMAN CLUB RD NE,122290926,24015790,T
P170164679,10/11/2017 0:00,1601,,BATTLE POINT DR NE / MILLER RD NE,121350570,24127016,TRAFF3
P170166903,10/15/2017 0:00,2123,8965,NE HIGH SCHOOL RD,122197154,23656552,PC4
P170164756,10/11/2017 0:00,1824,,EAGLE HARBOR,122763110,23042407,NOISE4
P170164779,10/11/2017 0:00,1927,6800,NE RALSTON RD,121558957,25779355,RECKL3
P170164787,10/11/2017 0:00,2000,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,FU
P170164805,10/11/2017 0:00,2101,253,HIGH SCHOOL RD NE,122470100,23646300,ASSIS3
P170028306,2/20/2017 0:00,1200,625,WINSLOW WAY E,122607645,23236096,UNKNO3
P170028343,2/20/2017 0:00,1328,,NE BRACKENWOOD LN / SUNRISE DR NE,122737339,25390275,T
P170028482,2/20/2017 0:00,1902,7571,NE DOLPHIN DR,121805400,26281400,ALRA
P170028487,2/20/2017 0:00,1931,4999,CRYSTAL SPRINGS DR NE,121094897,22705203,PC4
P170028698,2/21/2017 0:00,0900,,NE DAY RD E / STATE HWY 305 NE,122023646,25247430,ASSIS3
P170131751,8/15/2017 0:00,1551,260,OLYMPIC DR SE,122654095,23198096,PC4
P170134641,8/20/2017 0:00,1405,7783,ROCKAWAY BEACH RD NE,122947708,22818418,PC4
P170131872,8/15/2017 0:00,1902,625,E WINSLOW WAY,122603235,23238412,FU
P170135059,8/21/2017 0:00,1222,16356,REITAN RD NE,121476193,26472103,THEFT4
P170138173,8/26/2017 0:00,1436,,AGATEWOOD RD NE / STATE HWY 305 NE,121562268,26138373,MVC4
P170138187,8/26/2017 0:00,1456,,NE SEABOLD CHURCH RD / STATE HWY 305 NE,121629175,25910575,T
P170159079,10/1/2017 0:00,2138,10390,NE VALLEY RD,122719950,24697751,PC4
P170156995,9/28/2017 0:00,0805,12681,MILLER RD NE,121931100,25217400,T
P170152922,9/20/2017 0:00,1549,625,WINSLOW WAY E,122607645,23236096,ASSIS4
P170159227,10/2/2017 0:00,0729,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322363,24094833,T
P170159240,10/2/2017 0:00,0811,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395381,24298435,T
P170159319,10/2/2017 0:00,1013,,LOVELL AVE NW / WYATT WAY NW,122300332,23386561,T
P170164985,10/12/2017 0:00,0908,337,HIGH SCHOOL RD NE,122530000,23641500,ALSP
P170165095,10/12/2017 0:00,1216,8277,NE NEW HOLLAND CT,121998994,23435997,FU
P170167113,10/16/2017 0:00,0934,625,WINSLOW WAY E,122607645,23236096,FU
P170167143,10/16/2017 0:00,1031,10025,STATE HWY 305 NE,122395237,24305057,T
P170165277,10/12/2017 0:00,1722,14664,KOMEDAL RD NE,121611793,25872802,CIVIL3
P170167409,10/16/2017 0:00,1803,1117,STATE HWY 305 NE,122566758,23602195,PC4
P170138158,8/26/2017 0:00,1405,11469,KALLGREN RD NE,122592370,24789118,VEHFI
P170135148,8/21/2017 0:00,1438,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571327,23644516,T
P170135376,8/21/2017 0:00,2140,287,SHANNON DR SE,122475745,23165196,PC4
P170135512,8/22/2017 0:00,0648,177,GROW AVE NW,122331323,23281545,PC4
P170135896,8/22/2017 0:00,1932,11011,NE WING POINT WAY,122877998,23371108,PC4
P170135920,8/22/2017 0:00,2023,625,WINSLOW WAY E,122607645,23236096,RECOV4
P170159326,10/2/2017 0:00,1022,,GROW AVE NW / WILLS LN NW,122332164,23353690,T
P170159332,10/2/2017 0:00,1030,,NORTH TOWN DR NE / SPORTSMAN CLUB RD NE,122294387,24024244,T
P170153079,9/20/2017 0:00,2150,4569,LYNWOOD CENTER RD NE,121750893,22509195,FU
P170153109,9/20/2017 0:00,2331,1127,HILDEBRAND LN NE,122534719,23600386,PC4
P170157015,9/28/2017 0:00,0841,14071,KOMEDAL RD NE,121556481,25674476,T
P170157020,9/28/2017 0:00,0854,9372,SPORTSMAN CLUB RD NE,122340490,24140601,T
P170165385,10/12/2017 0:00,2211,1000,WEAVER RD NW,122187600,23568300,SUSPI3
P170165814,10/13/2017 0:00,1725,,CANNERY LN NW / WEAVER RD NW,122167977,23378348,SUSPI3
P170165828,10/13/2017 0:00,1751,,MADISON AVE N / NE YAQUINA AVE,122494384,24009883,T
P170165894,10/13/2017 0:00,2001,8800,MADISON AVE N,122461785,23903536,THEFT4
P170166125,10/14/2017 0:00,0957,625,WINSLOW WAY E,122607645,23236096,FI
P170167726,10/17/2017 0:00,0857,10089,EDGECOMBE PL NE,122497519,24294038,PC4
P170136101,8/23/2017 0:00,0429,130,OLYMPIC DR SE,122596888,23237151,PC4
P170138430,8/26/2017 0:00,2312,1187,WYATT WAY NW,122071200,23386700,NOISE4
P170136090,8/23/2017 0:00,0341,625,E WINSLOW WAY,122604451,23237820,PC4
P170136234,8/23/2017 0:00,1109,1298,GROW AVE NW,122346145,23641547,SUSPI3
P170138644,8/27/2017 0:00,1130,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF3
P170157220,9/28/2017 0:00,1503,12093,VIEWCREST PL NE,122322195,25032150,BLSG
P170157252,9/28/2017 0:00,1614,835,MADISON AVE N,122415345,23498497,BLSP
P170157372,9/28/2017 0:00,1910,325,TORMEY LN NE,122504045,23586097,MALIC3
P170158148,9/29/2017 0:00,2312,7666,NE HIGH SCHOOL RD,121802600,23667700,T
P170159833,10/3/2017 0:00,0919,8500,NE HIDDEN COVE RD,122137329,25766453,T
P170159888,10/3/2017 0:00,1122,,MADISON AVE N / NE NEW BROOKLYN RD,122442445,23911861,T
P170028751,2/21/2017 0:00,1013,7581,NE MEADOWMEER LN,121724243,24648599,SUSPI3
P170031854,2/26/2017 0:00,2130,6615,NE HIDDEN COVE RD,121490190,25653680,PC4
P170031939,2/27/2017 0:00,0115,9050,NORTH TOWN DR NE,122292018,23963866,PC4
P170028770,2/21/2017 0:00,1037,1220,WEAVER RD NW,122184644,23605547,FRAUD4
P170031990,2/27/2017 0:00,0621,,MADISON AVE N / WYATT WAY NE,122430882,23382078,T
P170032177,2/27/2017 0:00,1418,829,HIGH SCHOOL RD NE,122684100,23597800,BLSP
P170166947,10/15/2017 0:00,2310,377,MADISON AVE N,122430147,23349633,PC4
P170167023,10/16/2017 0:00,0428,8106,NE DAY RD W,121981020,25249164,PC4
P170167024,10/16/2017 0:00,0434,154,WINSLOW WAY E,122446283,23248869,PC4
P170167070,10/16/2017 0:00,0809,6113,LYNWOOD CENTER RD NE,121755533,23057059,PC4
P170167075,10/16/2017 0:00,0832,4784,NE EAGLE HARBOR DR,122504777,22853796,PC4
P170167123,10/16/2017 0:00,0957,8294,NE LOVGREEN RD W,122051294,24992750,WC4
P170158173,9/29/2017 0:00,2358,290,WINSLOW WAY W,122357828,23252656,PC4
P170158274,9/30/2017 0:00,0554,16238,REITAN RD NE,121440189,26415622,PC4
P170160238,10/3/2017 0:00,2308,10842,BATTLE POINT DR NE,121003348,24617766,PC4
P170158551,9/30/2017 0:00,1750,7560,NE WEST PORT MADISON RD,121825491,26035234,PC4
P170158554,9/30/2017 0:00,1805,530,WOOD AVE SW,122358095,23131546,DV3
P170160337,10/4/2017 0:00,0733,11212,PARKHILL PL NE,122541291,24707704,SUICIA
P170138661,8/27/2017 0:00,1202,11700,TWO CREEKS RD NE,121610543,24892900,FU
P170138677,8/27/2017 0:00,1236,601,HIGH SCHOOL RD NE,122588345,23631497,DUI3
P170136391,8/23/2017 0:00,1512,9761,NE CHARISMA CIR,122445845,22052294,FI
P170138882,8/27/2017 0:00,1934,245,HIGH SCHOOL RD,122382704,23634609,FU
P170136481,8/23/2017 0:00,1807,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700573,23641750,MVC4
P170138991,8/27/2017 0:00,2341,1534,WHITED PL NW,122298595,23764798,UNKNO3
P170158597,9/30/2017 0:00,1952,406,HIGH SCHOOL RD NE,122537800,23644900,MVCH
P170158760,10/1/2017 0:00,0328,8830,NE DAY RD E,122208698,25239094,PC4
P170158783,10/1/2017 0:00,0517,229,WINSLOW WAY E,122470944,23248134,PC4
P170158811,10/1/2017 0:00,0802,658,MOJI LN NW,122252145,23500547,MALIC4
P170158891,10/1/2017 0:00,1303,,ERICKSEN AVE NE / KNECHTEL WAY NE,122530878,23446015,PC4
P170136527,8/23/2017 0:00,1958,299,SHANNON DR SE,122508700,23164500,ASSIS3
P170139076,8/28/2017 0:00,0724,,"XY(121861362,25447713)",121861362,25447713,CELL
P170136596,8/23/2017 0:00,2230,9330,NE HIGH SCHOOL RD,122364045,23666097,FI
P170136619,8/23/2017 0:00,2330,6234,NE WILLIAMS LN,121338587,24730559,PC4
P170136870,8/24/2017 0:00,1304,7738,NE YEOMALT POINT DR,123172696,23562747,FRAUD4
P170136972,8/24/2017 0:00,1538,260,OLYMPIC DR SE,122654095,23198096,PC4
P170166221,10/14/2017 0:00,1338,125,FERNCLIFF AVE NE,122684528,23256542,PROWL3
P170164314,10/10/2017 0:00,2308,343,WINSLOW WAY E,122510453,23228755,WC3
P170167930,10/17/2017 0:00,1407,977,VINEYARD LN,122608566,23437077,PC4
P170166487,10/14/2017 0:00,2356,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741380,25661177,T
P170166524,10/15/2017 0:00,0254,4192,NE EAGLE HARBOR DR,122699495,22888296,PC4
P170166558,10/15/2017 0:00,0737,625,WINSLOW WAY E,122607645,23236096,WRT4
P170160997,10/5/2017 0:00,0938,9505,SPORTSMAN CLUB RD NE,122334645,24148698,T
P170158949,10/1/2017 0:00,1539,,STATE HWY 305 NE / WINSLOW WAY E,122597314,23245536,TRAFF3
P170158975,10/1/2017 0:00,1651,846,VINEYARD LN,122606861,23430357,SUSPI4
P170159059,10/1/2017 0:00,2028,2441,PLEASANT BEACH DR NE,122114961,21997924,PC4
P170161392,10/5/2017 0:00,2056,1327,WINTERGREEN LN NE,122611891,23677938,PC4
P170159133,10/2/2017 0:00,0006,,NE BUCKLIN HILL RD / OLD WOODS LN NE,121895738,23135540,T
P170168299,10/18/2017 0:00,0317,673,WINSLOW WAY E,122615795,23244975,PC4
P170166672,10/15/2017 0:00,1238,7453,NE DAY RD W,121761494,25251551,WC911
P170166762,10/15/2017 0:00,1530,,"XY(121079600,24707095)",121079600,24707095,CELL
