call_id,agency,actdate,acttime,geox,geoy,streetnbr,street,naturecode
P050123774,BIPD,8/9/2005 0:00,0817,373118195,70867908,146,WINSLOW WY W,ALRA
P050138827,BIPD,9/3/2005 0:00,1702,373160392,70787557,,BJUNE DR SE / MADISON AV S,T
P050138865,BIPD,9/3/2005 0:00,1822,373184218,71966567,,IHLAND WY NE / MADISON AV N,FI
P050138927,BIPD,9/3/2005 0:00,2012,369787962,81796908,,SUQUAMISH WY NE / NE TOTTEN RD,T
P050139039,BIPD,9/3/2005 0:00,2322,369564988,71863034,7686,SPRINGRIDGE RD NE,LOUDP4
P050139126,BIPD,9/4/2005 0:00,0136,370529206,79640777,,AGATEWOOD RD NE / STATE HY 305 NE,FI
P050139240,BIPD,9/4/2005 0:00,1144,369475744,68756674,6039,NE LARIAT LP,CHILD3
P050127817,BIPD,8/16/2005 0:00,0914,373982163,71812779,,DEERCLIFF RD NE / ISAAC AV NE,T
P050127822,BIPD,8/16/2005 0:00,0927,373486139,71889548,1081,HILDEBRAND LN NE,RESCU
P050126755,BIPD,8/14/2005 0:00,0913,373062645,72309364,9490,NE HIGH SCHOOL RD,HARAS4
P050126750,BIPD,8/14/2005 0:00,0850,374348557,70999806,1285,IRENE PL NE,FU
P050126805,BIPD,8/14/2005 0:00,1157,373162617,70998530,,HENSHAW WY NE / MADISON AV N,PC4
P050126837,BIPD,8/14/2005 0:00,1316,373336304,70858317,271,WINSLOW WY E,ALRS
P050123931,BIPD,8/9/2005 0:00,1358,373698391,70849225,625,WINSLOW WY E,WRT4
P050124061,BIPD,8/9/2005 0:00,1818,373611587,71266285,,STATE HY 305 NE / VINEYARD LN,TRAFF3
P050121159,BIPD,8/4/2005 0:00,2148,374775313,74880864,10861,NE MANITOU PARK BV,ASSAU4
P050121330,BIPD,8/5/2005 0:00,0724,373512416,70852218,465,WINSLOW WY E,WC911
P050126511,BIPD,8/13/2005 0:00,2021,374182735,79592185,15446,SUNRISE DR NE,ASSIS4
P050121448,BIPD,8/5/2005 0:00,1119,371972129,71718727,,FINCH RD NE / SPORTSMAN CLUB RD NE,T
P050097093,BIPD,6/27/2005 0:00,1501,372166744,72115528,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,RECKL3
P050097343,BIPD,6/27/2005 0:00,2247,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050097346,BIPD,6/27/2005 0:00,2249,373153195,70599464,403,MADISON AV S,NOISE4
P050099468,BIPD,7/1/2005 0:00,0900,373698391,70849225,625,WINSLOW WY E,FI
P050097605,BIPD,6/28/2005 0:00,1153,373680687,70849351,600,WINSLOW WY E,ASSIS4
P050097611,BIPD,6/28/2005 0:00,1204,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050128156,BIPD,8/16/2005 0:00,2146,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050126895,BIPD,8/14/2005 0:00,1550,373698391,70849225,625,WINSLOW WY E,ASSIS3
P050125043,BIPD,8/11/2005 0:00,1407,369464539,68705672,,NE BAKER HILL RD / NE LARIAT LP,TRAFF4
P050128186,BIPD,8/16/2005 0:00,2259,370529206,79640777,,AGATEWOOD RD NE / STATE HY 305 NE,TRAFF3
P050125106,BIPD,8/11/2005 0:00,1609,371812527,75655249,11455,MEADOWMEER CR NE,PROWL4
P050125111,BIPD,8/11/2005 0:00,1615,374060618,75278952,,SUNRISE DR NE / NE VALLEY RD,TRAFF3
P050140779,BIPD,9/7/2005 0:00,0719,372982687,72129644,9330,NE HIGH SCHOOL RD,FU
P050139316,BIPD,9/4/2005 0:00,1454,373987741,72059515,,FERNCLIFF AV NE / NE HIGH SCHOOL RD,T
P050139376,BIPD,9/4/2005 0:00,1702,373159287,70758851,231,MADISON AV S,FU
P050139381,BIPD,9/4/2005 0:00,1708,373184153,79980831,15750,EUCLID AV NE,WATERR
P050139411,BIPD,9/4/2005 0:00,1815,373530804,70609368,,"WATERFRONT PARK, BI",SUSPI3
P050097789,BIPD,6/28/2005 0:00,1652,374096962,77135143,13082,SUNRISE DR NE,FI
P050095325,BIPD,6/24/2005 0:00,1300,373698391,70849225,625,WINSLOW WY E,WRT5
P050099568,BIPD,7/1/2005 0:00,1227,373698391,70849225,625,WINSLOW WY E,FRAUD4
P050095370,BIPD,6/24/2005 0:00,1439,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050099962,BIPD,7/1/2005 0:00,2207,373263171,75899611,11800,N MADISON AV NE,FI
P050099999,BIPD,7/1/2005 0:00,2237,373426359,70672157,402,BRIEN DR SE,FI
P050126602,BIPD,8/13/2005 0:00,2316,371982581,76951545,8355,NE DAY RD E,ALRA
P050124367,BIPD,8/10/2005 0:00,0925,371966764,71464764,,FINCH RD NE / NE NEW HOLLAND CT,T
P050124343,BIPD,8/10/2005 0:00,0818,371174679,69282495,5155,LYNWOOD CENTER RD NE,BURGL4
P050124457,BIPD,8/10/2005 0:00,1243,374621877,67840192,,NE HALLS HILL RD / ROCKAWAY BEACH RD NE,T
P050127550,BIPD,8/15/2005 0:00,1902,371709431,72210698,8108,NE HIGH SCHOOL RD,RUNAW3
P050124499,BIPD,8/10/2005 0:00,1415,371757275,71056790,,NE BUCKLIN HILL RD / EAGLE HARBOR DR NE,T
P050133980,BIPD,8/26/2005 0:00,1758,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,GUNVI3
P050134063,BIPD,8/26/2005 0:00,1949,365074779,71871550,,NE JOHN CARLSON RD / STATE HY 303 NE,T
P050134073,BIPD,8/26/2005 0:00,2003,373169414,71264069,,MADISON AV N / WYATT WY NE,T
P050134082,BIPD,8/26/2005 0:00,2020,372951543,66647781,,FORT WARD HILL RD NE / NE KITSAP ST,MVC3
P050134144,BIPD,8/26/2005 0:00,2200,372912742,70874638,,WINSLOW WY W / WOOD AV SW,T
P050134249,BIPD,8/26/2005 0:00,2347,369920520,72956565,,FLETCHER BAY RD NE / NE NEW BROOKLYN RD,T
P050128608,BIPD,8/17/2005 0:00,1746,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,TRAFF3
P050128629,BIPD,8/17/2005 0:00,1819,369136392,69258613,,NE BAKER HILL RD / CRYSTAL SPRINGS DR NE,T
P050125170,BIPD,8/11/2005 0:00,1759,371747826,76958309,,NE DAY RD W / MILLER RD NE,T
P050127118,BIPD,8/15/2005 0:00,0021,371583400,67899672,3805,LYTLE RD NE,MISSI4
P050127152,BIPD,8/15/2005 0:00,0205,373294106,72037530,253,HIGH SCHOOL RD NE,FI
P050128715,BIPD,8/17/2005 0:00,2052,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050139394,BIPD,9/4/2005 0:00,1748,373698391,70849225,625,WINSLOW WY E,FU
P050138172,BIPD,9/2/2005 0:00,1947,365086575,67790705,,SPRUCE AV / SYLVAN WY,T
P050139686,BIPD,9/5/2005 0:00,1005,373987741,72059515,,FERNCLIFF AV NE / NE HIGH SCHOOL RD,T
P050139806,BIPD,9/5/2005 0:00,1440,370331817,74672986,,NE JUSTIN CT / MILLER RD NE,T
P050139811,BIPD,9/5/2005 0:00,1454,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050139816,BIPD,9/5/2005 0:00,1504,370613513,79372249,,NE SEABOLD RD / STATE HY 305 NE,T
P050127998,BIPD,8/16/2005 0:00,1606,373354736,70857536,290,WINSLOW WY E,MVC3
P050128168,BIPD,8/16/2005 0:00,2208,369620010,80728970,15347,SUQUAMISH WY NE,T
P050128210,BIPD,8/17/2005 0:00,0010,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050124553,BIPD,8/10/2005 0:00,1616,373222900,66405668,2350,DOUGLAS DR NE,WC911
P050124621,BIPD,8/10/2005 0:00,1814,373268737,70861161,200,WINSLOW WY E,FI
P050134544,BIPD,8/27/2005 0:00,1347,373373386,67847956,,BLAKELY AV NE / THREE T RD NE,FI
P050133388,BIPD,8/25/2005 0:00,1900,370458587,68919133,6934,NE BAKER HILL RD,FU
P050133419,BIPD,8/25/2005 0:00,1958,369874678,73543522,,BATTLE POINT DR NE / MILLER RD NE,T
P050135071,BIPD,8/28/2005 0:00,1326,371592896,78143321,,NE HIDDEN COVE RD / RUNNING SPRINGS LN NE,T
P050136007,BIPD,8/30/2005 0:00,0913,371595366,72944166,,LONG FELLOWS / PLEASANT BEACH,T
P050136002,BIPD,8/30/2005 0:00,0905,373180723,71767329,995,MADISON AV N,THREA4
P050139819,BIPD,9/5/2005 0:00,1508,370613513,79372249,,NE SEABOLD RD / STATE HY 305 NE,TRAFF3
P050139848,BIPD,9/5/2005 0:00,1556,375076780,70648462,6551,WING POINT RD NE,ASSIS3
P050139877,BIPD,9/5/2005 0:00,1626,375076780,70648462,,HY 305 / MADISON,TRAFF3
P050139892,BIPD,9/5/2005 0:00,1659,372865528,71280293,,GROW AV NW / WYATT WY NW,T
P050139875,BIPD,9/5/2005 0:00,1624,373405799,70855388,343,WINSLOW WY E,FU
P050139908,BIPD,9/5/2005 0:00,1728,373121603,69066332,4900,ROSE AV NE,MVC4
P050100091,BIPD,7/2/2005 0:00,0017,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,T
P050095523,BIPD,6/24/2005 0:00,1923,373288509,76997331,13000,N MADISON AV NE,T
P050095601,BIPD,6/24/2005 0:00,2136,373319200,69661920,4870,EAGLE HARBOR DR NE,MISC4
P050098030,BIPD,6/29/2005 0:00,0022,370529206,79640777,,AGATEWOOD RD NE / STATE HY 305 NE,TRAFF3
P050100357,BIPD,7/2/2005 0:00,1437,373876661,78102045,10175,NE TORVANGER RD,THEFT4
P050098138,BIPD,6/29/2005 0:00,0855,372369100,71296311,,WEAVER AV NE / WYATT WY NE,T
P050128784,BIPD,8/17/2005 0:00,2228,370522774,78978532,,KOMEDAL RD NE / NE SEABOLD CHURCH RD,SUSPI3
P050127207,BIPD,8/15/2005 0:00,0814,373530804,70609368,,"WATERFRONT PARK, BI",FI
P050127396,BIPD,8/15/2005 0:00,1422,373698391,70849225,625,WINSLOW WY E,FI
P050127565,BIPD,8/15/2005 0:00,1940,373036643,71071649,,GOVERNMENT WY / SHEPARD WY NW,NOISE4
P050127597,BIPD,8/15/2005 0:00,2039,373698391,70849225,625,WINSLOW WY E,CIVIL4
P050127620,BIPD,8/15/2005 0:00,2117,373680319,70849352,,OLYMPIC DR SE / WINSLOW WY E,T
P050128482,BIPD,8/17/2005 0:00,1337,374803760,70899374,11267,NE WING POINT DR,FOUND3
P050124764,BIPD,8/10/2005 0:00,2318,373123733,69168543,5020,ROSE AV NE,GUNVI3
P050124802,BIPD,8/11/2005 0:00,0046,373494989,70747504,,BJUNE DR SE / BRIEN DR SE,FI
P050128589,BIPD,8/17/2005 0:00,1700,372263911,72323093,8203,SPORTSMAN CLUB RD NE,FI
P050124866,BIPD,8/11/2005 0:00,0709,0,0,,MADISON AV / WINSLOW WY,FI
P050125121,BIPD,8/11/2005 0:00,1644,373713088,71948830,635,HIGH SCHOOL RD NE,T
P050135185,BIPD,8/28/2005 0:00,1738,370843627,72951035,7268,NE NEW BROOKLYN RD,FU
P050135195,BIPD,8/28/2005 0:00,1758,371490542,67949361,3853,PLEASANT BEACH DR NE,WC911
P050135302,BIPD,8/28/2005 0:00,2251,372374768,71791616,1000,WEAVER AV NE,T
P050135303,BIPD,8/28/2005 0:00,2252,374060618,75278952,,SUNRISE DR NE / NE VALLEY RD,PC3
P050135314,BIPD,8/28/2005 0:00,2308,373153198,70600266,,MADISON AV S / PARFITT WY SW,T
P050139976,BIPD,9/5/2005 0:00,1957,373459370,70853128,,BJUNE DR SE / WINSLOW WY E,T
P050140071,BIPD,9/6/2005 0:00,0012,369564988,71863034,7686,SPRINGRIDGE RD NE,FU
P050140086,BIPD,9/6/2005 0:00,0104,373768864,70735799,270,OLYMPIC DR SE,SUSPI4
P050140404,BIPD,9/6/2005 0:00,1544,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050140449,BIPD,9/6/2005 0:00,1650,373482473,71792161,1001,HILDEBRAND LN NE,FU
P050140717,BIPD,9/7/2005 0:00,0129,372982687,72129644,9330,NE HIGH SCHOOL RD,PC3
P050128828,BIPD,8/17/2005 0:00,2324,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050128837,BIPD,8/17/2005 0:00,2331,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050128844,BIPD,8/17/2005 0:00,2336,372982688,72129644,9330,NE HIGH SCHOOL RD,FI
P050125209,BIPD,8/11/2005 0:00,1844,0,0,,GROW AVE / WINSLOW WAY,T
P050125222,BIPD,8/11/2005 0:00,1855,372832448,68710400,5330,NE OLD MILL RD,BURGL4
P050128936,BIPD,8/18/2005 0:00,0328,370324470,72211897,8045,FLETCHER BAY RD NE,NOISE4
P050100383,BIPD,7/2/2005 0:00,1537,374143817,69686511,5574,WELFARE AV NE,DV3
P050098143,BIPD,6/29/2005 0:00,0904,372166744,72115528,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,FI
P050100527,BIPD,7/2/2005 0:00,1953,374775313,74880864,10861,NE MANITOU PARK BV,MISSI3
P050098150,BIPD,6/29/2005 0:00,0915,373698391,70849225,625,WINSLOW WY E,TRANS
P050100646,BIPD,7/2/2005 0:00,2241,373459370,70853128,,SAFEWAY,FI
P050098288,BIPD,6/29/2005 0:00,1355,373698391,70849225,625,WINSLOW WY E,HARAS4
P050135329,BIPD,8/28/2005 0:00,2352,371977707,76951719,,NE DAY RD E / PHELPS RD NE,T
P050135388,BIPD,8/29/2005 0:00,0334,373146901,74841988,9511,NE DANIEL CT,VEHIT4
P050135690,BIPD,8/29/2005 0:00,1651,373036643,71071649,,GOVERNMENT WY / SHEPARD WY NW,FU
P050135712,BIPD,8/29/2005 0:00,1731,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,T
P050135830,BIPD,8/29/2005 0:00,2148,372379342,72106527,,NE HIGH SCHOOL RD / WEAVER AV NE,T
P050134165,BIPD,8/26/2005 0:00,2223,372775256,71627465,842,LOVELL AV NW,MVC3
P050140787,BIPD,9/7/2005 0:00,0740,371872642,69038419,,BLAKELY AV NE / NE MABREY LN,T
P050140809,BIPD,9/7/2005 0:00,0844,373698391,70849225,625,WINSLOW WY E,SUSPI4
P050140813,BIPD,9/7/2005 0:00,0853,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,T
P050140848,BIPD,9/7/2005 0:00,1006,372239392,74214167,11225,MEADOWMERE CI,FU
P050140891,BIPD,9/7/2005 0:00,1129,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050141037,BIPD,9/7/2005 0:00,1518,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,SUSPI3
P050127646,BIPD,8/15/2005 0:00,2156,371595366,72944166,,NE NEW BROOKLYN RD / SANDS AV NE,T
P050129180,BIPD,8/18/2005 0:00,1648,369232771,73478248,5800,BATTLE POINT DR NE,T
P050127682,BIPD,8/15/2005 0:00,2314,371982581,76951545,8355,NE DAY RD E,FI
P050127715,BIPD,8/16/2005 0:00,0037,374575496,72050518,1249,CHERRY AV NE,SUSPI2
P050127749,BIPD,8/16/2005 0:00,0333,373294106,72037530,253,HIGH SCHOOL RD NE,PC4
P050125531,BIPD,8/12/2005 0:00,0946,373123475,70867635,140,WINSLOW WY W,ASSIS4
P050128999,BIPD,8/18/2005 0:00,0943,373698391,70849225,625,WINSLOW WY E,FU
P050125571,BIPD,8/12/2005 0:00,1111,373784001,70641540,428,HARBORVIEW DR SE,ASSIS4
P050129157,BIPD,8/18/2005 0:00,1609,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,FI
P050129186,BIPD,8/18/2005 0:00,1659,369232771,73478248,,FLETECHER BAY / GREGG FARM,T
P050125594,BIPD,8/12/2005 0:00,1214,374696917,69325420,10829,BILL POINT BLUFF NE,ALRA
P050139506,BIPD,9/4/2005 0:00,2230,373756702,70744805,,HARBORVIEW DR SE / OLYMPIC DR SE,T
P050141246,BIPD,9/7/2005 0:00,2100,373698391,70849225,625,WINSLOW WY E,FI
P050141261,BIPD,9/7/2005 0:00,2135,375052077,70840093,6846,WING POINT RD NE,ALSP
P050141271,BIPD,9/7/2005 0:00,2149,373590403,72068878,,NE HIGH SCHOOL RD / STATE HY 305 NE,DUI3
P050141370,BIPD,9/8/2005 0:00,0142,373160392,70787557,,BJUNE DR SE / MADISON AV S,PC3
P050141377,BIPD,9/8/2005 0:00,0203,371157376,69452538,5311,LYNWOOD CENTER RD NE,MENTA4
P050134368,BIPD,8/27/2005 0:00,0245,369375878,72783852,5784,NE FOSTER RD,SUSPI3
P050134380,BIPD,8/27/2005 0:00,0322,372238217,70997996,290,EAKIN DR NW,NOISE4
P050134386,BIPD,8/27/2005 0:00,0348,373294106,72037530,253,HIGH SCHOOL RD NE,FI
P050134588,BIPD,8/27/2005 0:00,1554,373202315,72041819,1270,MADISON AV N,WC911
P050134586,BIPD,8/27/2005 0:00,1553,370102380,80615577,16370,STATE HY 305 NE,THREA4
P050137598,BIPD,9/1/2005 0:00,2102,373294106,72037530,253,HIGH SCHOOL RD NE,ABAND4
P050098440,BIPD,6/29/2005 0:00,1825,371747826,76958309,,NE DAY RD W / MILLER RD NE,T
P050098472,BIPD,6/29/2005 0:00,1935,373235647,78119816,,N MADISON AV NE / NE TORVANGER RD,T
P050100965,BIPD,7/3/2005 0:00,1345,373459781,70853122,400,WINSLOW WY E,CHILD3
P050101018,BIPD,7/3/2005 0:00,1553,370139824,74174257,,MILLER RD NE / NE TOLO RD,THEFT4
P050101057,BIPD,7/3/2005 0:00,1648,371965880,71316747,,FINCH RD NE / NE WYATT WY,T
P050098590,BIPD,6/29/2005 0:00,2256,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,DUI3
P050127895,BIPD,8/16/2005 0:00,1235,373530804,70609368,,"WATERFRONT PARK, BI",BLSP
P050129490,BIPD,8/19/2005 0:00,0735,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050127900,BIPD,8/16/2005 0:00,1253,373159111,70865790,,MADISON AV N / WINSLOW WY E,FI
P050127949,BIPD,8/16/2005 0:00,1419,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050129711,BIPD,8/19/2005 0:00,1433,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050129747,BIPD,8/19/2005 0:00,1549,373186870,72101017,,NE HIGH SCHOOL RD / MADISON AV N,SUSPI3
P050129491,BIPD,8/19/2005 0:00,0741,370970372,70036267,5878,LYNWOOD CENTER RD NE,T
P050125642,BIPD,8/12/2005 0:00,1339,373698391,70849225,625,WINSLOW WY E,BOATT5
P050125743,BIPD,8/12/2005 0:00,1620,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,ALSP
P050125817,BIPD,8/12/2005 0:00,1824,368720589,74194682,5052,NE TOLO RD,ASSIS4
P050125990,BIPD,8/12/2005 0:00,2221,374739755,67998888,4340,ROCKAWAY BEACH RD NE,ALRA
P050134672,BIPD,8/27/2005 0:00,1858,371121462,68658053,,PLEASANT BEACH DR NE / POINT WHITE DR NE,T
P050134737,BIPD,8/27/2005 0:00,2105,373698391,70849225,625,WINSLOW WY E,WRT3
P050137834,BIPD,9/2/2005 0:00,1006,370632090,82527218,18480,SUQUAMISH WY NE,FU
P050134787,BIPD,8/27/2005 0:00,2237,372619615,71289852,,NICHOLSON PL NW / WYATT WY NW,T
P050138033,BIPD,9/2/2005 0:00,1606,373303830,73039318,,MADISON AV N / STATE HY 305 NE,RECKL3
P050134989,BIPD,8/28/2005 0:00,0941,371904189,68885138,,NE BAKER HILL RD / BLAKELY AV NE,T
P050141390,BIPD,9/8/2005 0:00,0250,363800319,83744687,,FRONT ST NE / NE SUNSET ST,T
P050141441,BIPD,9/8/2005 0:00,0806,373201418,72892000,,HIGH SCHOOL / MADISON,T
P050141443,BIPD,9/8/2005 0:00,0807,371621091,70516739,,BLAKELY AV NE / NE BUCKLIN HILL RD,T
P050141446,BIPD,9/8/2005 0:00,0812,372753769,73230038,,SPORTSMAN CLUB RD NE / NORTH TOWN DR NE,T
P050141456,BIPD,9/8/2005 0:00,0841,368844197,68134629,,POINT WHITE DOCK-X/CRYSTAL SPRINGS DR,CIVIL3
P050141537,BIPD,9/8/2005 0:00,1214,373508168,68437165,,NEW SWEDEN AV NE / NE OLD MILL RD,TRAFF4
P050128045,BIPD,8/16/2005 0:00,1731,373234245,71188537,227,MADRONA WY NE,FU
P050128169,BIPD,8/16/2005 0:00,2210,369606759,80825465,,STATE HY 305 NE / SUQUAMISH WY NE,T
P050129953,BIPD,8/19/2005 0:00,2151,373795854,72059997,,HIGH SCHOOL RD NE / POLLYS LN NE,T
P050129954,BIPD,8/19/2005 0:00,2157,373058406,74099172,,N MADISON AV NE / STATE HY 305 NE,T
P050129980,BIPD,8/19/2005 0:00,2227,373036612,71271161,,GOVERNMENT WY / WYATT WY NW,T
P050130000,BIPD,8/19/2005 0:00,2254,373958907,70848849,,FERNCLIFF AV NE / WINSLOW WY E,T
P050126209,BIPD,8/13/2005 0:00,1037,373698391,70849225,625,WINSLOW WY E,TRANS
P050129861,BIPD,8/19/2005 0:00,1921,373905264,70637166,499,OLYMPIC DR SE,FI
P050129938,BIPD,8/19/2005 0:00,2117,374182735,79592185,15446,SUNRISE DR NE,MVC3
P050129961,BIPD,8/19/2005 0:00,2203,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
P050126350,BIPD,8/13/2005 0:00,1602,370102380,80615577,16370,STATE HY 305 NE,BOATF
P050130062,BIPD,8/20/2005 0:00,0029,374182735,79592185,,SAFEWAY,FI
P050138257,BIPD,9/2/2005 0:00,2107,373574004,75290180,9890,NE VALLEY RD,FU
P050136026,BIPD,8/30/2005 0:00,0948,371121462,68658053,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,T
P050138324,BIPD,9/2/2005 0:00,2223,369473312,68773032,6050,NE LARIAT LP,ANIMA3
P050136257,BIPD,8/30/2005 0:00,1640,373698391,70849225,625,WINSLOW WY E,MISC3
P050136297,BIPD,8/30/2005 0:00,1753,373698391,70849225,625,WINSLOW WY E,FI
P050136295,BIPD,8/30/2005 0:00,1748,369165014,72350330,8137,HANSEN RD NE,MISC4
P050141632,BIPD,9/8/2005 0:00,1524,374096890,77131935,,SUNRISE DR NE / NE SUNROSE LN,T
P050141901,BIPD,9/9/2005 0:00,0014,373159111,70865790,,MADISON AV N / WINSLOW WY E,PC3
P050141982,BIPD,9/9/2005 0:00,0624,373698391,70849225,625,WINSLOW WY E,INFOP5
P050142021,BIPD,9/9/2005 0:00,0850,373179929,71674619,,MADISON AV N / WALLACE WY NE,T
P050142098,BIPD,9/9/2005 0:00,1142,373771215,72081903,10140,NE HIGH SCHOOL RD,PC3
P050098650,BIPD,6/30/2005 0:00,0037,373153198,70600266,,MADISON AV S / PARFITT WY SW,T
P050098757,BIPD,6/30/2005 0:00,0839,369665957,67253300,3095,POINT WHITE DR NE,ASSIS3
P050101255,BIPD,7/3/2005 0:00,2205,371315772,76567232,,NE BERGMAN RD / MILLER RD NE,FIREW4
P050101401,BIPD,7/4/2005 0:00,0019,369575096,72815436,8631,SPRINGRIDGE RD NE,UNWAN3
P050099076,BIPD,6/30/2005 0:00,1648,373680319,70849352,,STATE HY 305 NE / WINSLOW WY E,ASSIS3
P050101664,BIPD,7/4/2005 0:00,1322,371333085,70521101,,NE BUCKLIN HILL RD / LYNWOOD CENTER RD NE,T
P050126543,BIPD,8/13/2005 0:00,2140,374015808,71459259,736,TIFFANY MEADOWS DR NE,WC4
P050124253,BIPD,8/10/2005 0:00,0100,369294166,74185797,5711,NE TOLO RD,RECKL3
P050126959,BIPD,8/14/2005 0:00,1842,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050130336,BIPD,8/20/2005 0:00,1331,371747826,76958309,,NE DAY RD W / MILLER RD NE,T
P050127384,BIPD,8/15/2005 0:00,1358,370289222,77210959,13074,MANZANITA RD NE,NOISE4
P050127821,BIPD,8/16/2005 0:00,0921,373162114,70981771,186,MADISON AV N,VEHFI
P050136558,BIPD,8/31/2005 0:00,0408,370324470,72211897,8045,FLETCHER BAY RD NE,ANIMA4
P050136610,BIPD,8/31/2005 0:00,0850,372862095,70877612,400,WINSLOW WY W,T
P050136673,BIPD,8/31/2005 0:00,1117,373698391,70849225,625,WINSLOW WY E,DV3
P050136771,BIPD,8/31/2005 0:00,1439,374253443,74766226,10689,FALK RD NE,CIVIL4
P050136950,BIPD,8/31/2005 0:00,2028,371159750,68889088,4759,LYNWOOD CENTER RD NE,FU
P050137047,BIPD,8/31/2005 0:00,2338,370139824,74174257,,MILLER RD NE / NE TOLO RD,T
P050128153,BIPD,8/16/2005 0:00,2142,373905264,70637166,499,OLYMPIC DR SE,MVCB
P050126896,BIPD,8/14/2005 0:00,1551,373698391,70849225,625,WINSLOW WY E,RETURN
P050130127,BIPD,8/20/2005 0:00,0258,371936193,76953219,,NE DAY RD E / STATE HY 305 NE,T
P050130163,BIPD,8/20/2005 0:00,0643,374060618,75278952,,SUNRISE DR NE / NE VALLEY RD,T
P050130219,BIPD,8/20/2005 0:00,1004,373530804,70609368,,"WATERFRONT PARK, BI",THEFT4
P050130326,BIPD,8/20/2005 0:00,1307,370331817,74672986,,NE JUSTIN CT / MILLER RD NE,T
P050128154,BIPD,8/16/2005 0:00,2142,373235647,78119816,,N MADISON AV NE / NE TORVANGER RD,T
P050128222,BIPD,8/17/2005 0:00,0025,364686433,83149803,,NE HOSTMARK ST / STATE HY 305 NE,T
P050128293,BIPD,8/17/2005 0:00,0620,373159111,70865790,,MADISON AV N / WINSLOW WY E,T
P050128523,BIPD,8/17/2005 0:00,1504,373915207,75281823,10255,NE VALLEY RD,CIVIL4
P050128537,BIPD,8/17/2005 0:00,1524,372695466,71942209,610,HORIZON VIEW PL NW,CIVIL4
P050128617,BIPD,8/17/2005 0:00,1755,371161970,68898815,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,T
P050137036,BIPD,8/31/2005 0:00,2312,374580198,72043402,1241,CHERRY AV NE,WC4
P050139130,BIPD,9/4/2005 0:00,0142,370533458,79750419,15600,AGATEWOOD RD NE,PROWL3
P050137175,BIPD,9/1/2005 0:00,0821,372664190,69675591,5484,EAGLE HARBOR DR NE,MISC3
P050137358,BIPD,9/1/2005 0:00,1427,375047835,70791425,,NE WING POINT DR / WING POINT RD NE,T
P050139236,BIPD,9/4/2005 0:00,1114,372166744,72115528,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,RECKL3
P050137439,BIPD,9/1/2005 0:00,1642,370566818,75373879,,NE KOURA RD / MILLER RD NE,T
P050142171,BIPD,9/9/2005 0:00,1430,373698391,70849225,625,WINSLOW WY E,FI
P050142341,BIPD,9/9/2005 0:00,1920,369571406,72654052,8451,SPRINGRIDGE RD NE,WC911
P050142645,BIPD,9/10/2005 0:00,0855,373272741,76250569,,N MADISON AV NE / NE VIEWCREST AV,FI
P050142732,BIPD,9/10/2005 0:00,1241,371426354,68095069,,NE BECK RD / BLUFF ST NE,FU
P050141066,BIPD,9/7/2005 0:00,1559,372110356,74263843,,AFFIRMED LN NE / NE TRIPLE CROWN LN,T
P050130329,BIPD,8/20/2005 0:00,1318,371273862,68096587,,NE BECK RD / PLEASANT BEACH DR NE,T
P050130342,BIPD,8/20/2005 0:00,1348,368904496,72901739,5345,NE FLETCHER LANDING,TRESP3
P050128215,BIPD,8/17/2005 0:00,0014,373058406,74099172,,SPORTSMAN CLUB RD NE / STATE HY 305 NE,T
