call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode,agency
P13006460B1IPD,4/29/2013 0:00,0418,,AGATE PASS BRG / STATE HWY 305 NE,121418990,26448541,RECKL3,
P13006462B3IPD,4/29/2013 0:00,0605,575,HOMESTEAD LN,122486400,23436050,BRUSH,
P13008262B1IPD,5/30/2013 0:00,1621,11681,NE SUNSET LOOP,121763050,24923600,FU,
P13008268B6IPD,5/30/2013 0:00,1832,181,WINSLOW WAY E,122454805,23248552,ALRA,
P13008273B7IPD,5/30/2013 0:00,2049,,NE DAY RD W / MILLER RD NE,121978357,25249210,T,
P13008278B3IPD,5/30/2013 0:00,2313,4738,LYNWOOD CENTER RD NE,121775200,22508600,ALRA,
P13008280B1IPD,5/31/2013 0:00,0007,9461,NE DAY RD E,122421243,25232249,PC4,
P13008290B0IPD,5/31/2013 0:00,0810,,ALEXANDER PL / HIGH SCHOOL RD NE,122793203,23623036,GRAFF4,
P13006077B0IPD,4/22/2013 0:00,0929,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322118,24094785,T,
P13006085B1IPD,4/22/2013 0:00,1139,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122100813,23659652,T,
P13006113B5IPD,4/22/2013 0:00,1949,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,FI,
P13006121B3IPD,4/23/2013 0:00,0027,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13006704B6IPD,5/3/2013 0:00,1134,7873,NE DAY RD W,121902639,25251576,WC911,
P13006728B8IPD,5/3/2013 0:00,1807,11150,FAIRMONT LN NE,122110600,24669900,MISC4,
P13007500B5IPD,5/16/2013 0:00,1621,253,HIGH SCHOOL RD NE,122470100,23646300,MISC4,
P13007513B2IPD,5/16/2013 0:00,2016,9180,HOLLY FARM LN NE,121537999,24041946,SUSPI3,
P13007517B6IPD,5/16/2013 0:00,2212,,GOWEN PL NW / WYATT WAY NW,122080959,23394457,T,
P13007524B5IPD,5/17/2013 0:00,0156,11082,NORTH MADISON AVE NE,122457047,24666663,PC4,
P13007332B2IPD,5/13/2013 0:00,1717,8355,NE SUMANEE PL,121994450,25575150,TRAFF3,
P13007339B8IPD,5/13/2013 0:00,1910,561,FAIRVIEW AVE NE,123063646,23401073,FU,
P13007895B2IPD,5/23/2013 0:00,1959,,GROW AVE NW / NE HIGH SCHOOL RD,122337828,23651155,T,
P13007918B8IPD,5/24/2013 0:00,0942,401,GROW AVE NW,122331919,23353809,PARKI4,
P13007942B0IPD,5/24/2013 0:00,1610,,CREOSOTE PL NE / NE EAGLE HARBOR DR,122939041,22834319,ALRA,
P13007946B2IPD,5/24/2013 0:00,1731,13045,NORTH MADISON AVE NE,122457000,25306500,TRAFF3,
P13007948B2IPD,5/24/2013 0:00,1831,829,HIGH SCHOOL RD NE,122672300,23642200,SUICI3,
P13007727B9IPD,5/20/2013 0:00,2032,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,FI,
P13008300B3IPD,5/31/2013 0:00,1104,,"XY(122346817,22566660)",122346817,22566660,CELL,
P13008324B2IPD,5/31/2013 0:00,1657,,"XY(122873553,23709553)",122873553,23709553,UNKNO3,
P13008352B7IPD,6/1/2013 0:00,0132,,FERNCLIFF AVE NE / HIGH SCHOOL RD NE,122700327,23641703,SUSPI4,
P13008359B4IPD,6/1/2013 0:00,0556,,AGATEWOOD RD NE / STATE HWY 305 NE,121562025,26138320,T,
P13008368B3IPD,6/1/2013 0:00,1059,860,GILMORE WAY NE,122676300,23316900,ASSIS3,
P13008378B1IPD,6/1/2013 0:00,1418,625,WINSLOW WAY E,122607400,23236100,MISC4,
P13006486B0IPD,4/29/2013 0:00,1432,,BATTLE POINT DR NE / NE FREY AVE,121008166,24826144,THREA4,
P13006488B5IPD,4/29/2013 0:00,1515,280,MADISON AVE N,122441700,23299100,ASSIS3,
P13006523B2IPD,4/30/2013 0:00,1021,9330,NE HIGH SCHOOL RD,122363800,23666100,NARCO4,
P13006542B2IPD,4/30/2013 0:00,1557,,NE BAKER HILL RD / BLAKELY AVE NE,122016317,22599490,T,
P13006548B2IPD,4/30/2013 0:00,1736,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,MVC4,
P13007539B6IPD,5/17/2013 0:00,1136,200,MADISON AVE N,122493100,23291400,FU,
P13007546B5IPD,5/17/2013 0:00,1324,240,WEAVER RD NW,122177400,23311200,SUSPI3,
P13007563B4IPD,5/17/2013 0:00,1812,5300,ROCKAWAY BEACH RD NE,122978843,22736853,WC911,
P13007836B8IPD,5/22/2013 0:00,1918,245,NE HIGH SCHOOL RD,122404050,23635100,FI,
P13007344B4IPD,5/13/2013 0:00,2115,907,CARVER ST,118435000,20790500,MEDIA,
P13007343B8IPD,5/13/2013 0:00,2104,625,WINSLOW WAY E,122607400,23236100,BLSGP,
P13006735B4IPD,5/3/2013 0:00,1958,8555,MADISON AVE N,122413300,23788700,ASSIS3,
P13006741B9IPD,5/3/2013 0:00,2232,11001,NORTH MADISON AVE NE,122409100,24651500,ANIMA3,
P13006125B8IPD,4/23/2013 0:00,0446,9400,NE BUSINESS PARK LN,122325369,24094600,PC4,
P13006748B9IPD,5/4/2013 0:00,0103,,SUNRISE DR NE / NE VALLEY RD,122722526,24697639,T,
P13006151B8IPD,4/23/2013 0:00,1427,13400,NORTH MADISON AVE NE,122590800,25438200,T,
P13006162B2IPD,4/23/2013 0:00,1727,625,WINSLOW WAY E,122607400,23236100,FI,
P13007740B1IPD,5/21/2013 0:00,0238,8507,NE RENNY LN,122098090,24745218,SUSPI2,
P13007753B6IPD,5/21/2013 0:00,1116,10515,NE VALLEY RD,122741487,24697340,PC4,
P13007772B6IPD,5/21/2013 0:00,1712,,NE EAGLE HARBOR DR / WIMSEY AVE NE,122226061,22914354,T,
P13007784B7IPD,5/21/2013 0:00,2142,12781,NORTH MADISON AVE NE,122441400,25215900,FI,
P13007793B0IPD,5/22/2013 0:00,0104,6315,NE LARIAT LOOP,121294077,22564768,PC4,
P13007988B6IPD,5/25/2013 0:00,1456,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,DUI3,
P13008132B4IPD,5/28/2013 0:00,1023,370,BRIEN DR SE,122509300,23185900,PC4,
P13008386B9IPD,6/1/2013 0:00,1753,625,WINSLOW WAY E,122607400,23236100,FU,
P13008398B3IPD,6/1/2013 0:00,2204,15900,STATE HWY 305 NE,121341200,26500900,T,
P13008403B7IPD,6/1/2013 0:00,2355,,NE EAGLE HARBOR DR / MCDONALD AVE NE,122288154,22858476,T,
P13008401B4IPD,6/1/2013 0:00,2315,,NE EAGLE HARBOR DR / TAYLOR AVE NE,122682500,22853961,SUSPI3,
P13008409B6IPD,6/2/2013 0:00,0143,4704,BLAKELY AVE NE,122054800,22581700,FI,
P13007356B6IPD,5/14/2013 0:00,0510,,MADISON AVE N / WYATT WAY NE,122430637,23382031,T,
P13007616B1IPD,5/18/2013 0:00,1817,9180,HOLLY FARM LN NE,121537999,24041946,WC911,
P13007630B3IPD,5/18/2013 0:00,2327,2600,FORT WARD HILL RD NE,122359200,21867100,PC4,
P13007647B4IPD,5/19/2013 0:00,1121,16213,AGATEWOOD RD NE,121540350,26513050,MALIC4,
P13007669B4IPD,5/19/2013 0:00,1951,,"XY(122346817,22566660)",122346817,22566660,CELL,
P13007942B7IPD,5/24/2013 0:00,1618,625,WINSLOW WAY E,122607400,23236100,LOSTP4,
P13006551B8IPD,4/30/2013 0:00,1847,11299,ARROW POINT DR NE,121068800,24696200,PC4,
P13006553B8IPD,4/30/2013 0:00,1939,,BLAKELY CT E / NE BLAKELY HEIGHTS DR,121973256,22571338,T,
P13006562B8IPD,4/30/2013 0:00,2344,8820,MILLER RD NE,121371100,23950600,SUSPI3,
P13006393B1IPD,4/27/2013 0:00,1752,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,SUSPI4,
P13006423B1IPD,4/28/2013 0:00,0956,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,121758992,22525846,PC3,
P13008015B1IPD,5/25/2013 0:00,2349,,SAFEWAY,122610205,23233073,PC4,
P13008024B4IPD,5/26/2013 0:00,0400,,NE SASQUATCH LN / SUNRISE DR NE,122728836,25005641,THEFT4,
P13008039B1IPD,5/26/2013 0:00,1401,343,WINSLOW WAY E,122501900,23247000,ASSIS3,
P13008213B3IPD,5/29/2013 0:00,1753,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,DUMPS,
P13008217B6IPD,5/29/2013 0:00,1935,274,GIDEON LN NW,122367700,23420000,SUSPI3,
P13008045B2IPD,5/26/2013 0:00,1609,,"XY(122699087,23157312)",122699087,23157312,CELL,
P13006237B7IPD,4/24/2013 0:00,2212,5463,LYNWOOD CENTER RD NE,121750300,22844500,SUICI4,
P13006845B9IPD,5/5/2013 0:00,2209,9600,NE TIMBERLANE PL,122453900,24488790,TRANS,
P13006849B2IPD,5/5/2013 0:00,2347,4905,ROSE AVE NE,122415796,22688828,PC4,
P13006849B3IPD,5/5/2013 0:00,2348,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,122285145,23917554,T,
P13006254B9IPD,4/25/2013 0:00,0943,16639,AGATE POINT RD NE,121798650,26506800,PROWL4,
P13006258B2IPD,4/25/2013 0:00,1036,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,122100813,23659652,RECKL3,
P13008410B1IPD,6/2/2013 0:00,0150,3001,PLEASANT BEACH DR NE,122112529,22010488,PC4,
P13008432B7IPD,6/2/2013 0:00,1435,253,HIGH SCHOOL RD NE,122470100,23646300,SHOPL4,
P13008434B9IPD,6/2/2013 0:00,1513,,NE KOURA RD / STATE HWY 305 NE,122310217,24709702,FU,
P13008438B0IPD,6/2/2013 0:00,1613,635,HIGH SCHOOL RD NE,122615700,23616500,MALIC4,
P13008456B5IPD,6/2/2013 0:00,2334,,MILLER RD NE / PETERSON HILL RD NE,121669667,24878567,T,
P13008466B2IPD,6/3/2013 0:00,0807,403,MADISON AVE N,122430200,23357500,PC4,
P13006425B7IPD,4/28/2013 0:00,1053,10340,NORTH MADISON AVE NE,122452400,24418800,T,
P13006429B3IPD,4/28/2013 0:00,1225,625,WINSLOW WAY E,122607400,23236100,MISC4,
P13006665B7IPD,5/2/2013 0:00,1718,,FLETCHER BAY RD NE / MILLER RD NE,121365750,23936543,T,
P13006702B2IPD,5/3/2013 0:00,1059,,NE KOURA RD / STATE HWY 305 NE,122310217,24709702,TRAFF3,
P13006725B7IPD,5/3/2013 0:00,1717,,GILMORE WAY NE / WINSLOW WAY E,122615981,23254352,CELL,
P13006722B4IPD,5/3/2013 0:00,1621,8490,NE BECK RD,122024200,22344900,KEEP4,
P13007698B2IPD,5/20/2013 0:00,1112,,IHLAND WAY NE / IHLAND WAY NE,122460201,23608019,CELL,
P13007709B2IPD,5/20/2013 0:00,1428,14616,SUNRISE DR NE,122890150,25830350,WC911,
P13007988B1IPD,5/25/2013 0:00,1446,829,HIGH SCHOOL RD NE,122672300,23642200,UNWAN3,
P13007989B9IPD,5/25/2013 0:00,1515,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,122235375,23919324,PC3,
P13007725B2IPD,5/20/2013 0:00,1949,,NE DAY RD W / MILLER RD NE,121978357,25249210,T,
P13008016B8IPD,5/26/2013 0:00,0030,,STATE HWY 305 NE / NE WEST PORT MADISON RD,121590699,26041540,T,
P13006855B4IPD,5/6/2013 0:00,0325,5790,WARD AVE NE,122593662,22910510,PC4,
P13006291B0IPD,4/25/2013 0:00,2009,,ALLENS COVE LN NE / EUCLID AVE NE,122415315,25916718,NOISE4,
P13006871B6IPD,5/6/2013 0:00,1029,,AGATEWOOD RD NE / NE DOLPHIN DR,121570277,26306220,SUSPI3,
P13006894B4IPD,5/6/2013 0:00,1544,,"XY(122348055,23730883)",122348055,23730883,CELL,
P13006902B9IPD,5/6/2013 0:00,1757,625,WINSLOW WAY E,122607400,23236100,MISC3,
P13008478B7IPD,6/3/2013 0:00,1119,8895,MADISON AVE N,122433700,23949200,WC911,
P13008514B0IPD,6/3/2013 0:00,2121,461,FERNCLIFF AVE NE,122692789,23363146,MENTA3,
P13008523B4IPD,6/4/2013 0:00,0311,9330,NE HIGH SCHOOL RD,122363800,23666100,MALIC3,
P13008526B9IPD,6/4/2013 0:00,0743,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,T,
P13008526B8IPD,6/4/2013 0:00,0743,9402,NE BUSINESS PARK LN,122338376,24093854,PC4,
P13008530B1IPD,6/4/2013 0:00,0857,15843,AGATE PASS BRG,121391000,26467600,MVCG,
P13007731B6IPD,5/20/2013 0:00,2220,8490,NE MEADOWMEER RD,122088500,24761800,BURGL1,
P13008046B4IPD,5/26/2013 0:00,1622,,NE BERGMAN RD / MILLER RD NE,121830015,25125082,T,
P13007739B6IPD,5/21/2013 0:00,0232,8990,NE KONO RD,122201517,22173461,PC4,
P13008052B8IPD,5/26/2013 0:00,1823,7451,NE NORTH ST,121805100,26609900,PC3,
P13007741B9IPD,5/21/2013 0:00,0426,,NE EAGLE HARBOR DR / WIMSEY AVE NE,122226061,22914354,TRAFF3,
P13007759B2IPD,5/21/2013 0:00,1259,383,MADISON AVE N,122429973,23351526,PC4,
P13006908B8IPD,5/6/2013 0:00,1935,,NE HIGH SCHOOL RD / HORIZON VIEW PL NW,122310438,23631740,CELL,
P13006920B5IPD,5/7/2013 0:00,0009,11299,ARROW POINT DR NE,121068800,24696200,PC4,
P13006372B0IPD,4/27/2013 0:00,0924,625,WINSLOW WAY E,122607400,23236100,MISC4,
P13006403B9IPD,4/27/2013 0:00,2139,2910,YANKEE GIRL CIR NE,122488300,22043400,SUSPI4,
P13006978B2IPD,5/7/2013 0:00,2137,835,MADISON AVE N,122415100,23498500,FU,
P13006404B1IPD,4/27/2013 0:00,2148,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3,
P13008047B0IPD,5/26/2013 0:00,1640,,NE DOLPHIN DR / STATE HWY 305 NE,121572615,26174393,WC911,
P13008047B1IPD,5/26/2013 0:00,1641,15620,AGATEWOOD RD NE,121594000,26192350,DV2,
P13008263B6IPD,5/30/2013 0:00,1639,499,OLYMPIC DR SE,122674000,23182900,ANIMA3,
P13008050B0IPD,5/26/2013 0:00,1722,253,HIGH SCHOOL RD NE,122470100,23646300,TRAFF3,
P13008063B7IPD,5/26/2013 0:00,2231,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13008063B6IPD,5/26/2013 0:00,2229,,NE DAY RD W / MILLER RD NE,121978357,25249210,T,
P13008534B8IPD,6/4/2013 0:00,1052,10912,NE WARABI LN,122872150,22505450,SUSPI4,
P13008535B5IPD,6/4/2013 0:00,1106,280,MADISON AVE N,122441700,23299100,PC3,
P13008550B3IPD,6/4/2013 0:00,1501,380,WINSLOW WAY E,122507500,23253200,WC911,
P13008550B2IPD,6/4/2013 0:00,1501,9568,NE MARY SAM LN,122374550,25337600,ALRA,
P13008551B8IPD,6/4/2013 0:00,1522,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,MISC4,
P13008563B5IPD,6/4/2013 0:00,1824,907,CARVER ST,118435000,20790500,MEDIA,
P13007773B2IPD,5/21/2013 0:00,1739,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL,
P13007776B3IPD,5/21/2013 0:00,1829,6809,NE BERGMAN RD,121570137,25126655,ALRCO,
P13008083B4IPD,5/27/2013 0:00,0959,265,SHANNON DR SE,122463350,23163700,MISC3,
P13007777B1IPD,5/21/2013 0:00,1845,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,122322118,24094785,T,
P13008108B1IPD,5/27/2013 0:00,2029,,"XY(121798329,26366370)",121798329,26366370,CELL,
P13006435B4IPD,4/28/2013 0:00,1452,271,WINSLOW WAY E,122484900,23247700,FU,
P13007012B0IPD,5/8/2013 0:00,1350,,BATTLE POINT DR NE / MILLER RD NE,121350327,24126968,T,
P13006451B2IPD,4/28/2013 0:00,2059,,NORTH MADISON AVE NE / NE WINTHERS RD,122463342,24967499,TRAFF3,
P13006451B0IPD,4/28/2013 0:00,2057,271,WINSLOW WAY E,122484900,23247700,FU,
P13006457B6IPD,4/29/2013 0:00,0031,253,HIGH SCHOOL RD NE,122470100,23646300,TRANS,
P13007047B3IPD,5/9/2013 0:00,0414,12311,ARROW POINT LOOP NE,121258650,24995200,THEFT4,
P13008080B1IPD,5/27/2013 0:00,0841,,LOVELL AVE NW / WYATT WAY NW,122300088,23386514,T,
P13008088B4IPD,5/27/2013 0:00,1153,4497,LYNWOOD CENTER RD NE,121760580,22558977,PC4,
P13008106B0IPD,5/27/2013 0:00,1922,625,WINSLOW WAY E,122607400,23236100,FI,
P13008115B6IPD,5/28/2013 0:00,0051,225,HIGH SCHOOL RD NE,122457618,23646586,PC4,
P13008116B6IPD,5/28/2013 0:00,0128,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,SUSPI3,
P13008118B5IPD,5/28/2013 0:00,0213,499,OLYMPIC DR SE,122674000,23182900,PC3,
P13006727B5IPD,5/3/2013 0:00,1751,8555,MADISON AVE N,122413300,23788700,PC3,
P13006962B6IPD,5/7/2013 0:00,1641,8872,NE WARDWELL RD,122221300,24387500,SUICI3,
P13006994B9IPD,5/8/2013 0:00,0910,625,WINSLOW WAY E,122607400,23236100,MISC4,
P13006737B3IPD,5/3/2013 0:00,2050,10841,BILL POINT BLF NE,122943050,22750950,WC4,
P13006749B1IPD,5/4/2013 0:00,0104,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,T,
P13006790B4IPD,5/4/2013 0:00,1953,,NE BERGMAN RD / MILLER RD NE,121825422,25120970,FI,
P13008386B1IPD,6/1/2013 0:00,1726,15446,SUNRISE DR NE,122763600,26092300,DUI3,
P13008597B6IPD,6/5/2013 0:00,1118,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL,
P13008609B9IPD,6/5/2013 0:00,1428,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,T,
P13008611B7IPD,6/5/2013 0:00,1454,,STRAWBERRY LN NW / WEAVER RD NW,122170040,23516735,T,
P13008617B4IPD,6/5/2013 0:00,1628,930,MADISON AVE N,122447750,23567000,NARCO4,
P13008624B0IPD,6/5/2013 0:00,1822,253,HIGH SCHOOL RD NE,122470100,23646300,MVC3,
P13007052B9IPD,5/9/2013 0:00,0824,,SUNRISE DR NE / NE TORVANGER RD,122740992,25622192,SUSPI4,
P13005982B6IPD,4/20/2013 0:00,0858,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,BRUSH,
P13007055B4IPD,5/9/2013 0:00,0933,9805,NE MURDEN COVE DR,122550350,24367500,WC4,
P13006001B4IPD,4/20/2013 0:00,1639,835,MADISON AVE N,122415100,23498500,ASSAUG,
P13006532B1IPD,4/30/2013 0:00,1317,,AGATE PASS RD NE / NE DOLPHIN DR,121703104,26303276,WC3,
P13006598B2IPD,5/1/2013 0:00,1556,,AGATE PASS BRG / STATE HWY 305 NE,121418990,26448541,RECKL4,
P13007792B8IPD,5/22/2013 0:00,0058,,NE BAKER HILL RD / TANGLEBERRY LN NE,121484534,22612581,T,
P13007796B8IPD,5/22/2013 0:00,0528,9953,NE SOUTH BEACH DR,122426700,21408750,ALRFRP,
P13007836B0IPD,5/22/2013 0:00,1857,652,CHERRY AVE NE,122975100,23419900,FU,
P13007835B7IPD,5/22/2013 0:00,1854,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,DUI3,
P13007884B1IPD,5/23/2013 0:00,1603,625,WINSLOW WAY E,122607400,23236100,WRT5,
P13007583B9IPD,5/18/2013 0:00,0105,,FINCH RD NE / SPORTSMAN CLUB RD NE,122065485,23658671,CELL,
P13006597B4IPD,5/1/2013 0:00,1542,835,MADISON AVE N,122415100,23498500,SEXOF4,
P13006655B9IPD,5/2/2013 0:00,1451,12685,MILLER RD NE,121932500,25218700,FRAUD4,
P13006681B3IPD,5/2/2013 0:00,2307,8301,NE DAY RD E,122023500,25247400,FI,
P13006747B2IPD,5/4/2013 0:00,0009,9123,NE NEW BROOKLYN RD,122312525,23916540,PC4,
P13006778B9IPD,5/4/2013 0:00,1555,,ERICKSEN AVE NE / MADRONE LN N,122485723,23250998,CELL,
P13008634B3IPD,6/5/2013 0:00,2156,10191,THREE T RD NE,122565607,22242851,PC4,
P13008639B2IPD,6/6/2013 0:00,0009,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,T,
P13008646B7IPD,6/6/2013 0:00,0628,,"XY(121584624,26025626)",121584624,26025626,CELL,
P13008679B9IPD,6/6/2013 0:00,1639,,NE LOVGREEN RD E / NORTH MADISON AVE NE,122463342,24967499,T,
P13008685B3IPD,6/6/2013 0:00,1807,13558,SUNRISE DR NE,122833359,25482406,WIRESF,
P13008693B5IPD,6/6/2013 0:00,2102,,NE BILL POINT DR / NE OLD CREOSOTE HILL RD,122852775,22847818,TRAFF3,
P13006797B0IPD,5/4/2013 0:00,2151,10674,FALK RD NE,122795800,24523800,LOUDP4,
P13006808B3IPD,5/5/2013 0:00,0258,,NE KOURA RD / STATE HWY 305 NE,122310217,24709702,T,
P13006814B6IPD,5/5/2013 0:00,0918,11299,ARROW POINT DR NE,121068800,24696200,FI,
P13006825B9IPD,5/5/2013 0:00,1350,4168,EL CIMO LN NE,121334400,22360350,BLSP,
P13007098B6IPD,5/9/2013 0:00,2259,8954,MADISON AVE N,122502650,23960350,FU,
P13006830B4IPD,5/5/2013 0:00,1522,286,MADISON AVE N,122429356,23320484,SUSPI4,
P13008134B0IPD,5/28/2013 0:00,1050,403,MADISON AVE N,122430200,23357500,PC4,
P13008152B5IPD,5/28/2013 0:00,1617,,NE DAY RD E / STATE HWY 305 NE,122023402,25247379,RECKL3,
P13007957B2IPD,5/24/2013 0:00,2155,625,WINSLOW WAY E,122607400,23236100,FI,
P13007976B0IPD,5/25/2013 0:00,0939,,HENSHAW WAY NE / MADISON AVE N,122428700,23292510,MISC3,
P13008209B8IPD,5/29/2013 0:00,1653,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13008210B2IPD,5/29/2013 0:00,1658,,LYTLE RD NE / PLEASANT BEACH DR NE,121916365,22288534,RECKL4,
P13008182B7IPD,5/29/2013 0:00,0809,,STATE HWY 305 NE / SUQUAMISH WAY NE,121272953,26526622,ASSIS3,
P13007899B8IPD,5/23/2013 0:00,2225,245,NE HIGH SCHOOL RD,122404050,23635100,DV4,
P13007907B1IPD,5/24/2013 0:00,0133,4109,CRYSTAL SPRINGS DR NE,121037993,22406329,PC4,
P13008210B9IPD,5/29/2013 0:00,1712,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13008212B7IPD,5/29/2013 0:00,1742,,NE HIDDEN COVE RD / STATE HWY 305 NE,121741136,25661125,T,
P13007599B5IPD,5/18/2013 0:00,1122,11299,ARROW POINT DR NE,121068800,24696200,PC4,
P13008698B4IPD,6/6/2013 0:00,2243,3663,LYTLE RD NE,121904855,22261578,PC4,
P13008699B0IPD,6/6/2013 0:00,2259,1378,COMMODORE LN NW,122276052,23681199,PC4,
P13008706B9IPD,6/7/2013 0:00,0218,13945,MANZANITA RD NE,121479950,25629350,ASSIS3,
P13008707B7IPD,6/7/2013 0:00,0247,9330,NE HIGH SCHOOL RD,122363800,23666100,UNWAN3,
P13008713B2IPD,6/7/2013 0:00,0736,,NE LOVGREEN RD E / STATE HWY 305 NE,122193914,24976129,RECKL3,
P13008724B2IPD,6/7/2013 0:00,1037,721,VILLAGE CIR NW,122206850,23406350,WC911,
P13006837B2IPD,5/5/2013 0:00,1811,15633,POINT MONROE DR NE,122780350,26185000,THEFT3,
P13006842B8IPD,5/5/2013 0:00,2021,7996,NE HIDDEN COVE RD,121950900,25717250,T,
P13006845B2IPD,5/5/2013 0:00,2143,8181,BLAKELY CT W,121915800,22484400,SFR,
P13007174B1IPD,5/11/2013 0:00,0030,,GROW AVE NW / MADISON AVE N,122426361,23658381,CELL,
P13006864B3IPD,5/6/2013 0:00,0857,600,WINSLOW WAY E,122597200,23245500,ASSIS4,
P13008211B3IPD,5/29/2013 0:00,1719,,NE BECK RD / PLEASANT BEACH DR NE,121808099,22341203,T,
P13008253B4IPD,5/30/2013 0:00,1330,,HIGH SCHOOL RD NE / STATE HWY 305 NE,122571082,23644469,TRAFF3,
P13008256B2IPD,5/30/2013 0:00,1410,,STATE HWY 305 NE / WINSLOW WAY E,122597069,23245490,RECKL3,
P13008256B8IPD,5/30/2013 0:00,1435,10861,NE MANITOU PARK BLVD,122932900,24590800,ASSAU4,
P13008264B3IPD,5/30/2013 0:00,1657,601,HIGH SCHOOL RD NE,122587100,23628700,T,
P13008265B7IPD,5/30/2013 0:00,1715,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,122395136,24298387,T,
P13006804B7IPD,5/5/2013 0:00,0104,,NE HIGH SCHOOL RD / MADISON AVE N,122433634,23644002,T,
P13007173B5IPD,5/11/2013 0:00,0026,,MANITOU BEACH DR NE / NORTH MADISON AVE NE,122430015,24309046,T,
P13007222B5IPD,5/11/2013 0:00,2226,12740,VISTA DR NE,122352123,25221045,WC911,
P13006806B8IPD,5/5/2013 0:00,0149,8301,NE DAY RD E,122023500,25247400,FI,
P13006851B3IPD,5/6/2013 0:00,0038,256,SHANNON DR SE,122476467,23171044,PC4,
P13006852B9IPD,5/6/2013 0:00,0131,779,CHERRY AVE NE,122958562,23475580,PC4,
P13007602B0IPD,5/18/2013 0:00,1227,7861,NE BUCKLIN HILL RD,121867900,23115000,PC4,
P13008228B9IPD,5/30/2013 0:00,0006,,NE DAY RD E / PHELPS RD NE,122035020,25246770,T,
P13007914B0IPD,5/24/2013 0:00,0827,,NE BAYVIEW BLVD / HERON ST NE,121491180,25027276,MVC4,
P13007913B4IPD,5/24/2013 0:00,0753,4569,LYNWOOD CENTER RD NE,121750700,22509200,MISC3,
P13007939B3IPD,5/24/2013 0:00,1518,6425,NE HIDDEN COVE RD,121433750,25645800,ALRA,
P13007948B1IPD,5/24/2013 0:00,1828,,"XY(122322012,23821574)",122322012,23821574,CELL,
P13008734B1IPD,6/7/2013 0:00,1253,499,OLYMPIC DR SE,122674000,23182900,WC911,
P13008741B1IPD,6/7/2013 0:00,1429,10551,MANDUS OLSON RD NE,121738800,24416300,PC3,
P13008744B4IPD,6/7/2013 0:00,1519,1939,NE PARK VIEW DR,122364850,21658050,GRAFF4,
P13008763B5IPD,6/7/2013 0:00,2109,11240,PINYON AVE NE,121782850,24776950,GUNVI4,
P13008794B7IPD,6/8/2013 0:00,1115,625,WINSLOW WAY E,122607400,23236100,ASSIS3,
P13008804B2IPD,6/8/2013 0:00,1446,625,WINSLOW WAY E,122607400,23236100,FU,
P13006585B7IPD,5/1/2013 0:00,1235,,MADISON AVE N / STATE HWY 305 NE,122472543,23963078,FI,
P13006617B1IPD,5/1/2013 0:00,2238,9567,NE NORTH TOWN LOOP,122407200,24018200,DV3,
P13006632B4IPD,5/2/2013 0:00,0837,,NE EAGLE HARBOR DR / PACKARD LN NE,122500370,22853836,T,
P13007235B3IPD,5/12/2013 0:00,0247,,MILLER RD NE / NE TOLO RD,121433990,24330529,TRAFF3,
P13006892B7IPD,5/6/2013 0:00,1513,625,WINSLOW WAY E,122607400,23236100,FI,
P13006895B6IPD,5/6/2013 0:00,1600,,"XY(122315502,23718464)",122315502,23718464,CELL,
P13008276B1IPD,5/30/2013 0:00,2206,499,OLYMPIC DR SE,122674000,23182900,FI,
P13008284B6IPD,5/31/2013 0:00,0237,,IHLAND WAY NE / MADISON AVE N,122435017,23579543,TRAFF4,
