call_id,actdate,acttime,streetnbr,street,geox,geoy,naturecode,agency
P080116457,7/31/2008 0:00,0129,8459,NE GORDON DR,372399818,79919325,FU,BIPD
P080120060,8/6/2008 0:00,1542,,NE KOURA RD / MILLER RD NE,370806633,75437410,FU,BIPD
P080117135,8/1/2008 0:00,1259,11299,ARROW POINT DR NE,369475988,75670085,THEFT5,BIPD
P080164741,10/23/2008 0:00,1452,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,372813314,72969792,T,BIPD
P080166844,10/27/2008 0:00,0908,,MADISON AVE N / WALLACE WAY NE,373419744,71738150,PC3,BIPD
P080164757,10/23/2008 0:00,1520,,NE DAY RD E / VISTA DR NE,373169625,76979168,T,BIPD
P080164830,10/23/2008 0:00,1710,17200,KINNEAR RD NE,371617455,81389051,ALRA,BIPD
P080164938,10/23/2008 0:00,2034,601,HIGH SCHOOL RD NE,373890860,72093004,DUI3,BIPD
P080164975,10/23/2008 0:00,2226,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,371401785,68962346,BLS,BIPD
P080133348,8/30/2008 0:00,1842,625,WINSLOW WAY E,373938205,70912755,MISC4,BIPD
P080131040,8/26/2008 0:00,1500,350,HIGH SCHOOL RD NE,373687525,72134546,THEFT4,BIPD
P080131171,8/26/2008 0:00,1951,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,TRAFF4,BIPD
P080128981,8/22/2008 0:00,2049,9790,OGLE RD NE,366278168,74087084,T,BIPD
P080131463,8/27/2008 0:00,1234,6490,NE ADAS WILL LN,370530127,79963831,FU,BIPD
P080131480,8/27/2008 0:00,1308,,MADISON AVE NE / NE NEW BROOKLYN RD,373441233,72955531,FOUND4,BIPD
P080122062,8/10/2008 0:00,0306,,BAY RD NE / FLETCHER BLVD NE,369766555,73228839,SUSPI3,BIPD
P080122137,8/10/2008 0:00,0959,,BLAKELY AVE NE / NE BUCKLIN HILL RD,371860906,70580270,TRAFF3,BIPD
P080122151,8/10/2008 0:00,1110,5349,MCDONALD AVE NE,372969077,69470330,GUNVI3,BIPD
P080122241,8/10/2008 0:00,1502,8900,WASHINGTON AVE NW,360347463,73316182,NARCO4,BIPD
P080127465,8/20/2008 0:00,0912,7679,FLETCHER BAY RD NE,370828667,71843128,TRANS,BIPD
P080122392,8/10/2008 0:00,2006,,NE KOURA RD / MANDUS OLSON RD NE,371477345,75424968,RECKL3,BIPD
P080165186,10/24/2008 0:00,1136,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,371401785,68962346,T,BIPD
P080163490,10/21/2008 0:00,1255,625,WINSLOW WAY E,373938205,70912755,MISC3,BIPD
P080165739,10/25/2008 0:00,0745,7571,NE DOLPHIN DR,371561906,80230570,ALRA,BIPD
P080165813,10/25/2008 0:00,1124,275,HIGH SCHOOL RD NE,373615043,72135809,HARAS4,BIPD
P080165837,10/25/2008 0:00,1216,,CREOSOTE PL NE / ROCKAWAY BEACH RD NE,374961118,69662715,WC3,BIPD
P080165860,10/25/2008 0:00,1303,221,WEAVER AVE NW,372571307,71043503,WRT3,BIPD
P080117443,8/1/2008 0:00,2208,305,HIGH SCHOOL RD NE,373643654,72135308,FU,BIPD
P080117528,8/2/2008 0:00,0031,,MILLER RD NE / NE NEW BROOKLYN RD,370160335,73020096,T,BIPD
P080117534,8/2/2008 0:00,0043,9407,SANDS AVE NE,371846092,73513416,T,BIPD
P080120450,8/7/2008 0:00,0952,8600,NE COUNTY PARK RD,372563787,79801448,FU,BIPD
P080120499,8/7/2008 0:00,1114,10656,N MADISON AVE NE,373482199,74835369,T,BIPD
P080165896,10/25/2008 0:00,1433,253,HIGH SCHOOL RD NE,373594062,72136175,SUSPI3,BIPD
P080165949,10/25/2008 0:00,1555,800,HIGH SCHOOL RD NE,374147948,72120649,FI,BIPD
P080166150,10/25/2008 0:00,2207,792,FERNCLIFF AVE NE,374217023,71605507,FU,BIPD
P080166306,10/26/2008 0:00,0320,13281,MANZANITA RD NE,370533116,77439498,SUSPI3,BIPD
P080166308,10/26/2008 0:00,0329,829,HIGH SCHOOL RD NE,374184411,71993873,T,BIPD
P080166429,10/26/2008 0:00,1255,7588,NE MEADOWMEER LN,371409523,75164145,FU,BIPD
P080131632,8/27/2008 0:00,1741,15446,SUNRISE DR NE,374422549,79655716,UNWAN4,BIPD
P080134305,9/1/2008 0:00,1312,,NE DAY RD E / N MADISON AVE NE,373527095,76968082,T,BIPD
P080131984,8/28/2008 0:00,1139,676,LOVELL AVE NW,373012713,71501877,FRAUD4,BIPD
P080132063,8/28/2008 0:00,1431,14012,SUNRISE DR NE,374352094,78166705,BLSGP,BIPD
P080132145,8/28/2008 0:00,1635,10689,FALK RD NE,374493258,74829757,NOISE4,BIPD
P080132269,8/28/2008 0:00,1943,10459,NE DUNCAN LN,374351378,74939797,PC4,BIPD
P080125684,8/16/2008 0:00,2100,343,WINSLOW WAY E,373645613,70918919,SHOPL4,BIPD
P080125797,8/16/2008 0:00,2345,,MADISON AVE N / WALLACE WAY NE,373419744,71738150,T,BIPD
P080125858,8/17/2008 0:00,0152,,ERICKSEN AVE NE / HILDEBRAND LN NE,373719424,71733289,FI,BIPD
P080126108,8/17/2008 0:00,1732,4323,PLEASANT BEACH DR NE,371433482,68462361,ADRIFT,BIPD
P080126243,8/17/2008 0:00,2137,4300,PLEASANT BEACH DR NE,371433488,68440701,FI,BIPD
P080126324,8/18/2008 0:00,0100,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,372813314,72969792,TRAFF3,BIPD
P080117584,8/2/2008 0:00,0344,600,ERICKSEN AVE NE,373710882,71428975,ALRA,BIPD
P080120820,8/7/2008 0:00,2110,,NE HIGH SCHOOL RD / WEAVER AVE NE,372619157,72170058,RECKL3,BIPD
P080120978,8/8/2008 0:00,0818,249,WINSLOW WAY E,373554887,70922743,FOUND5,BIPD
P080117678,8/2/2008 0:00,1055,,NE KOURA RD / MILLER RD NE,370806633,75437410,FU,BIPD
P080117814,8/2/2008 0:00,1708,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080115177,7/28/2008 0:00,1747,625,WINSLOW WAY E,373938205,70912755,FRAUD4,BIPD
P080132271,8/28/2008 0:00,1946,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,372406559,72179059,FU,BIPD
P080132546,8/29/2008 0:00,1041,10355,NE VALLEY RD,374255652,75343365,WC911,BIPD
P080132678,8/29/2008 0:00,1507,,MILLER RD NE / NE TOLO RD,370379639,74237788,WIRESU,BIPD
P080132779,8/29/2008 0:00,1740,,MADISON AVE NE / NE YAQUINA,373600247,73243545,LOSTP4,BIPD
P080132787,8/29/2008 0:00,1748,14163,KOMEDAL RD NE,370742723,78408209,CHILD4,BIPD
P080132945,8/29/2008 0:00,2216,1000,WEAVER AVE NE,372614583,71855147,PC4,BIPD
P080126426,8/18/2008 0:00,0925,625,WINSLOW WAY E,373938205,70912755,FI,BIPD
P080126582,8/18/2008 0:00,1555,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080126602,8/18/2008 0:00,1653,15600,POINT MONROE DR NE,374389797,79776375,FU,BIPD
P080128621,8/22/2008 0:00,1116,499,OLYMPIC DR SE,374145079,70700697,FU,BIPD
P080128816,8/22/2008 0:00,1700,400,BJUNE DR SE,373677851,70801550,WC911,BIPD
P080133029,8/30/2008 0:00,0045,5769,NE TOLO RD,369589185,74248423,STABBA,BIPD
P080133173,8/30/2008 0:00,1115,,POINT WHITE DOCK-X/CRYSTAL SPRINGS DR,369084012,68198160,LOSTP4,BIPD
P080133198,8/30/2008 0:00,1237,140,PARFITT WAY SW,373353902,70664758,WRT3,BIPD
P080135498,9/3/2008 0:00,1332,,N MADISON AVE NE / NE WINTHERS RD,373506826,76165910,T,BIPD
P080133207,8/30/2008 0:00,1255,,NE HIGH SCHOOL RD / SPORTSMAN CLUB RD NE,372406559,72179059,T,BIPD
P080133340,8/30/2008 0:00,1829,,STATE HWY 305 NE / WINSLOW WAY E,373920134,70912883,DUI3,BIPD
P080166659,10/26/2008 0:00,2054,7900,NE DAY RD W,371792147,77029295,ALRA,BIPD
P080168488,10/30/2008 0:00,0440,,MADISON AVE N / WINSLOW WAY E,373398926,70929321,FI,BIPD
P080166839,10/27/2008 0:00,0903,,HIGH SCHOOL RD NE / POLLYS LN NE,374035669,72123528,PC3,BIPD
P080166901,10/27/2008 0:00,1033,300,HIGH SCHOOL RD NE,373639839,72135380,WC3,BIPD
P080167245,10/27/2008 0:00,2150,200,HIGH SCHOOL RD NE,373544469,72137045,WC4,BIPD
P080167282,10/27/2008 0:00,2347,1270,MADISON AVE N,373442130,72105350,SUSPI3,BIPD
P080121282,8/8/2008 0:00,1905,,NE KOURA RD / MANDUS OLSON RD NE,371477345,75424968,RECKL3,BIPD
P080121408,8/8/2008 0:00,2246,,NE BAKER HILL RD / LYNWOOD CENTER RD NE,371401785,68962346,RECKL4,BIPD
P080121634,8/9/2008 0:00,1132,,NE LOVGREEN RD E / STATE HWY 305 NE,372694107,76191946,T,BIPD
P080123697,8/13/2008 0:00,1113,115,HALL BROTHERS LOOP NW,373270727,70936771,ANIMA3,BIPD
P080121877,8/9/2008 0:00,2058,,NE BAY HILL RD / MILLER RD NE,371048004,75837079,T,BIPD
P080121911,8/9/2008 0:00,2154,16370,STATE HWY 305 NE,370342195,80679107,TRAFF3,BIPD
P080126615,8/18/2008 0:00,1725,499,OLYMPIC DR SE,374145079,70700697,UNKNO3,BIPD
P080128860,8/22/2008 0:00,1827,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080126682,8/18/2008 0:00,2009,,EAGLE HARBOR DR NE / NE WYATT WAY,372003704,71386301,MVC3,BIPD
P080126744,8/18/2008 0:00,2218,12781,N MADISON AVE NE,373526724,76951482,FI,BIPD
P080126790,8/18/2008 0:00,2357,9314,CAPSTAN DR NE,372687203,72339804,BURGL1,BIPD
P080126892,8/19/2008 0:00,0718,10861,NE MANITOU PARK BLVD,375015128,74944394,ASSAU4,BIPD
P080118004,8/2/2008 0:00,2238,,KIMIKO LN / MADISON AVE NE,373435525,72645183,T,BIPD
P080118225,8/3/2008 0:00,1250,,NE KOURA RD / STATE HWY 305 NE,373045358,75380821,TRAFF3,BIPD
P080118273,8/3/2008 0:00,1449,,FERNCLIFF AVE NE / NE HIGH SCHOOL RD,374227556,72123046,T,BIPD
P080121439,8/8/2008 0:00,2345,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080121666,8/9/2008 0:00,1237,11299,ARROW POINT DR NE,369475988,75670085,WC911,BIPD
P080115291,7/28/2008 0:00,2142,,BATTLE POINT DR NE / NE TOLO RD,369038549,74256076,SUSPI3,BIPD
P080131292,8/27/2008 0:00,0139,,NE BAKER HILL RD / CRYSTAL SPRINGS DR NE,369376207,69322144,ADRIFT,BIPD
P080131391,8/27/2008 0:00,0937,,MADISON AVE N / WINSLOW WAY E,373398926,70929321,MVC4,BIPD
P080134177,9/1/2008 0:00,0847,406,HIGH SCHOOL RD NE,373733106,72158240,LOSTP4,BIPD
P080134219,9/1/2008 0:00,1021,,NE DAY RD E / STATE HWY 305 NE,372176008,77016750,T,BIPD
P080134334,9/1/2008 0:00,1428,,MILLER RD NE / NE TOLO RD,370379639,74237788,T,BIPD
P080126961,8/19/2008 0:00,1001,4389,POINT WHITE DR NE,370926845,68584955,THEFT1,BIPD
P080127142,8/19/2008 0:00,1539,825,HIGH SCHOOL RD NE,374184424,72057605,UNWAN3,BIPD
P080127185,8/19/2008 0:00,1704,,NE HIGH SCHOOL RD / STATE HWY 305 NE,373830218,72132409,WC4,BIPD
P080125628,8/16/2008 0:00,1910,710,DEERCLIFF RD NE,374089510,71927741,ANIMA4,BIPD
P080129677,8/23/2008 0:00,2133,,FERNCLIFF AVE NE / HAWLEY WAY NE,374202013,71030478,T,BIPD
P080125648,8/16/2008 0:00,1955,343,WINSLOW WAY E,373645613,70918919,SUSPI3,BIPD
P080119920,8/6/2008 0:00,1108,370,BRIEN DR SE,373646884,70735889,WC911,BIPD
P080119954,8/6/2008 0:00,1258,,NE BROOMGERRIE RD / GRAND AVE NE,374517603,72489321,SUICI4,BIPD
P080119986,8/6/2008 0:00,1352,15717,POINT MONROE DR NE,374358965,80176151,BLSP,BIPD
P080120057,8/6/2008 0:00,1539,,NE KOURA RD / MILLER RD NE,370806633,75437410,T,BIPD
P080120205,8/6/2008 0:00,2004,9700,NE KITSAP ST,373237421,66710835,SUSPI4,BIPD
P080122225,8/10/2008 0:00,1433,,NE BERGMAN RD / MILLER RD NE,371555587,76630763,RECKL2,BIPD
P080167316,10/28/2008 0:00,0221,,NE SEABOLD RD / STATE HWY 305 NE,370853328,79435780,T,BIPD
P080167377,10/28/2008 0:00,0831,15576,WASHINGTON AVE NE,373365184,79782350,KEEP4,BIPD
P080165225,10/24/2008 0:00,1234,,NE HIDDEN COVE RD / STATE HWY 305 NE,371306383,78271249,T,BIPD
P080165298,10/24/2008 0:00,1448,,NE BUSINESS PARK LN / SPORTSMAN CLUB RD NE,373078945,73503775,TRAFF3,BIPD
P080165315,10/24/2008 0:00,1518,8521,MADISON AVE NE,373435335,72634983,THREA2,BIPD
P080165440,10/24/2008 0:00,1830,5769,NE TOLO RD,369589185,74248423,TRANS,BIPD
P080127940,8/21/2008 0:00,0558,141,PARFITT WAY SW,373353902,70664753,NOISE4,BIPD
P080127952,8/21/2008 0:00,0717,7856,NE BEVERLY LN,371767707,75075856,PC3,BIPD
P080128114,8/21/2008 0:00,1400,,NE IDEL WEIS CT / N MADISON AVE NE,373504692,76062826,T,BIPD
P080128205,8/21/2008 0:00,1612,,WING POINT RD NE / NE WING POINT WAY,375281615,71273278,SUSPI3,BIPD
P080128239,8/21/2008 0:00,1705,625,WINSLOW WAY E,373938205,70912755,FOUND4,BIPD
P080128201,8/21/2008 0:00,1605,499,OLYMPIC DR SE,374145079,70700697,TRANS,BIPD
P080165628,10/24/2008 0:00,2357,,MILLER RD NE / NE TOLO RD,370379639,74237788,T,BIPD
P080169129,10/31/2008 0:00,0940,,FINCH RD NE / NE WYATT WAY,372205695,71380278,RECKL4,BIPD
P080165694,10/25/2008 0:00,0229,,STATE HWY 305 NE / WINSLOW WAY E,373920134,70912883,FI,BIPD
P080167765,10/28/2008 0:00,2031,763,HIGH SCHOOL RD NE,374095253,72121997,T,BIPD
P080167809,10/28/2008 0:00,2242,220,PARFITT WAY SW,373276647,70666653,VEHIT3,BIPD
P080167874,10/29/2008 0:00,0224,220,PARFITT WAY SW,373276647,70666653,SUSPI2,BIPD
P080134388,9/1/2008 0:00,1619,560,WOOD AVE SW,373165395,70529369,PC3,BIPD
P080134466,9/1/2008 0:00,1908,,"WATERFRONT PARK, BI",373770619,70672898,SUSPI3,BIPD
P080134506,9/1/2008 0:00,2055,,MADISON AVE NE / NE NEW BROOKLYN RD,373441233,72955531,T,BIPD
P080134755,9/2/2008 0:00,1101,,ERICKSEN AVE NE / WALLACE WAY NE,373719424,71733289,LIQUO3,BIPD
P080134763,9/2/2008 0:00,1109,15347,SUQUAMISH WAY NE,369859825,80792501,RECKL3,BIPD
P080167948,10/29/2008 0:00,0854,220,PARFITT WAY SW,373276647,70666653,FU,BIPD
P080168040,10/29/2008 0:00,1101,475,ROBINWOOD DR NE,374344145,71244646,ALRA,BIPD
P080168108,10/29/2008 0:00,1250,,ERICKSEN AVE NE / KNECHTEL WAY NE,373713114,71534117,FOUND4,BIPD
P080168036,10/29/2008 0:00,1058,641,EAGLECLIFF RD,374020210,71859833,WRT3,BIPD
P080168366,10/29/2008 0:00,2030,278,WINSLOW WAY E,373583085,70921550,THEFT4,BIPD
P080168403,10/29/2008 0:00,2235,,MILLER RD NE / PETERSON HILL RD NE,371086165,75886417,T,BIPD
P080118897,8/4/2008 0:00,1451,249,WINSLOW WAY E,373554887,70922743,THREA4,BIPD
P080122159,8/10/2008 0:00,1136,,FERNCLIFF AVE NE / WINSLOW WAY E,374198722,70912380,T,BIPD
P080119301,8/5/2008 0:00,0852,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,MVC4,BIPD
P080122193,8/10/2008 0:00,1318,,AGATEWOOD RD NE / STATE HWY 305 NE,370769021,79704308,RECKL3,BIPD
P080122298,8/10/2008 0:00,1641,253,HIGH SCHOOL RD NE,373594062,72136175,THEFT4,BIPD
P080122324,8/10/2008 0:00,1736,10023,NE SUMMERBERRY CT,373940904,76667864,WC911,BIPD
P080168487,10/30/2008 0:00,0416,253,HIGH SCHOOL RD NE,373594062,72136175,INTOX3,BIPD
P080168495,10/30/2008 0:00,0614,,NE NEW BROOKLYN RD / NORTH TOWN DR NE,372941378,72967681,T,BIPD
P080168517,10/30/2008 0:00,0751,601,HIGH SCHOOL RD NE,373890860,72093004,T,BIPD
P080168738,10/30/2008 0:00,1532,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080168895,10/30/2008 0:00,2050,,NE LOVGREEN RD E / STATE HWY 305 NE,372694107,76191946,T,BIPD
P080168918,10/30/2008 0:00,2147,15124,SUNRISE DR NE,374378136,79296254,DV4,BIPD
P080134779,9/2/2008 0:00,1129,,NE BEACHWOOD AVE / SUNRIDGE WAY NE,372282749,86262894,ANIMA2,BIPD
P080134906,9/2/2008 0:00,1520,389,SHEPARD WAY NW,373125530,71142097,FI,BIPD
P080134951,9/2/2008 0:00,1614,11064,MOUNTAIN VIEW RD NE,374961602,75084364,FU,BIPD
P080135067,9/2/2008 0:00,1931,389,SHEPARD WAY NW,373125530,71142097,FU,BIPD
P080137221,9/6/2008 0:00,0211,16370,STATE HWY 305 NE,370342195,80679107,TRAFF3,BIPD
P080135154,9/2/2008 0:00,2243,9208,NE SEA RAY CT,372700492,72223925,LOUDP3,BIPD
P080128314,8/21/2008 0:00,1914,499,OLYMPIC DR SE,374145079,70700697,ASSIS3,BIPD
P080128489,8/22/2008 0:00,0136,625,WINSLOW WAY E,373938205,70912755,MISC4,BIPD
P080128531,8/22/2008 0:00,0718,,NE KOURA RD / MILLER RD NE,370806633,75437410,T,BIPD
P080128852,8/22/2008 0:00,1810,,NE KOURA RD / MILLER RD NE,370806633,75437410,T,BIPD
P080129028,8/22/2008 0:00,2151,,FERNCLIFF AVE NE / NE HIGH SCHOOL RD,374227556,72123046,T,BIPD
P080129077,8/22/2008 0:00,2255,,STATE HWY 305 NE / WINSLOW WAY E,373920134,70912883,T,BIPD
P080119307,8/5/2008 0:00,0907,284,MADRONA WAY NE,373504358,71251273,SUSPI3,BIPD
P080119389,8/5/2008 0:00,1238,,NE FLETCHER LANDING / HANSEN RD NE,369192686,72965385,ADRIFT,BIPD
P080122432,8/10/2008 0:00,2124,290,WINSLOW WAY E,373594551,70921067,GUNVI3,BIPD
P080119406,8/5/2008 0:00,1311,,NE DAY RD E / STATE HWY 305 NE,372176008,77016750,DUI3,BIPD
P080119571,8/5/2008 0:00,1838,208,HIGH SCHOOL RD NE,373552098,72136911,ALRB,BIPD
P080168985,10/31/2008 0:00,0036,,N MADISON AVE NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080168990,10/31/2008 0:00,0044,,NE DAY RD E / STATE HWY 305 NE,372176008,77016750,T,BIPD
P080167499,10/28/2008 0:00,1208,,N MADISON AVE NE / STATE HWY 305 NE,373298221,74162703,WC3,BIPD
P080169056,10/31/2008 0:00,0541,200,HIGH SCHOOL RD NE,373544469,72137045,T,BIPD
P080169085,10/31/2008 0:00,0810,,STATE HWY 305 NE / NE VINEYARD LN,373851402,71329816,T,BIPD
P080169088,10/31/2008 0:00,0817,625,WINSLOW WAY E,373938205,70912755,HARAS4,BIPD
P080135350,9/3/2008 0:00,0947,9752,NE KITSAP ST,373261255,66710590,FRAUD4,BIPD
P080135657,9/3/2008 0:00,1732,,NE JUSTIN CT / MILLER RD NE,370571632,74736517,T,BIPD
P080135716,9/3/2008 0:00,1933,1240,WING POINT WAY NE,374568274,71305461,CIVIL4,BIPD
P080135746,9/3/2008 0:00,2039,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080133417,8/30/2008 0:00,2054,,GROW AVE NW / WYATT WAY NW,373105343,71343824,T,BIPD
P080133439,8/30/2008 0:00,2132,,NE NEW BROOKLYN RD / SANDS AVE NE,371835181,73007697,FI,BIPD
P080119690,8/5/2008 0:00,2249,,EAGLE HARBOR DR NE / TAYLOR AVE NE,374179550,69722642,SUSPI4,BIPD
P080119718,8/5/2008 0:00,2331,7744,YEOMALT PL NE,375530343,71817662,SUSPI3,BIPD
P080119861,8/6/2008 0:00,0850,,NE BATTLE POINT DR / MILLER RD NE,370114493,73607053,T,BIPD
P080120112,8/6/2008 0:00,1655,,HIGH SCHOOL RD NE / HILDEBRAND LN NE,373733780,72133738,ALSP,BIPD
P080120152,8/6/2008 0:00,1822,,"WATERFRONT PARK, BI",373770619,70672898,FI,BIPD
P080120298,8/6/2008 0:00,2244,,STATE HWY 305 NE / WINSLOW WAY E,373920134,70912883,DUI3,BIPD
P080129169,8/23/2008 0:00,0030,,NE LATYSON LN / POINT WHITE DR NE,370394732,67975789,T,BIPD
P080129195,8/23/2008 0:00,0108,,BUSHLAC LN NW / RIDGETOP BLVD NW,361460124,74456006,T,BIPD
P080131192,8/26/2008 0:00,2034,,NE SEABOLD RD / STATE HWY 305 NE,370853328,79435780,TRAFF3,BIPD
P080129422,8/23/2008 0:00,1255,,BJUNE DR SE / MADISON AVE S,373400207,70851088,T,BIPD
P080127365,8/20/2008 0:00,0037,253,HIGH SCHOOL RD NE,373594062,72136175,FOUND5,BIPD
P080127362,8/20/2008 0:00,0021,,N MADISON AVE NE / NE VALLEY RD,373493323,75362661,MVC4,BIPD
P080169106,10/31/2008 0:00,0859,9330,NE HIGH SCHOOL RD,373222501,72193174,FU,BIPD
P080167550,10/28/2008 0:00,1347,3722,POINT WHITE DR NE,370380507,67924990,T,BIPD
P080169408,10/31/2008 0:00,1804,11820,PENNY PL NE,371479778,75992838,ALSP,BIPD
P080169625,10/31/2008 0:00,2235,625,WINSLOW WAY E,373938205,70912755,TRANS,BIPD
P080169833,11/1/2008 0:00,0811,9330,NE HIGH SCHOOL RD,373222501,72193174,MALIC4,BIPD
P080170030,11/1/2008 0:00,1656,225,HIGH SCHOOL RD NW,373368810,72138971,MENTAA,BIPD
P080137778,9/7/2008 0:00,0153,,MADISON AVE S / PARFITT WAY SW,373393013,70663797,T,BIPD
P080133786,8/31/2008 0:00,1438,,NE DAY RD E / STATE HWY 305 NE,372176008,77016750,TRAFF3,BIPD
P080134158,9/1/2008 0:00,0802,,N MADISON AVE NE / NE TORVANGER RD,373475462,78183347,FU,BIPD
P080136369,9/4/2008 0:00,2142,13724,SUNRISE DR NE,374348943,77888738,SUSPI3,BIPD
P080136528,9/5/2008 0:00,0659,11000,NE WING POINT DR,375287123,70854959,FI,BIPD
P080127400,8/20/2008 0:00,0239,,N MADISON AVE NE / NE VALLEY RD,373493323,75362661,FU,BIPD
P080127527,8/20/2008 0:00,1132,434,JOHN ADAMS LN NW,373276439,71270026,FU,BIPD
P080131650,8/27/2008 0:00,1807,15446,SUNRISE DR NE,374422549,79655716,FU,BIPD
P080127667,8/20/2008 0:00,1622,7400,NE HIDDEN COVE RD,371345640,78293824,T,BIPD
P080132050,8/28/2008 0:00,1357,11665,SUNSET AVE NE,369029839,75910895,DOAA,BIPD
P080130336,8/25/2008 0:00,0947,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080122441,8/10/2008 0:00,2146,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080124159,8/14/2008 0:00,0837,,ERICKSEN AVE NE / WALLACE WAY NE,373719424,71733289,ANIMA3,BIPD
P080124162,8/14/2008 0:00,0850,14864,SIVERTSON RD NE,371668623,79078537,FU,BIPD
P080124208,8/14/2008 0:00,1044,210,WINSLOW WAY E,373518108,70924290,FOUND5,BIPD
P080122491,8/11/2008 0:00,0039,,NE QUAIL HILL RD / SANDS AVE NE,371822989,72598268,ANIMA3,BIPD
P080122440,8/10/2008 0:00,2144,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080170083,11/1/2008 0:00,1840,225,HIGH SCHOOL RD NW,373368810,72138971,FU,BIPD
P080170330,11/2/2008 0:00,0234,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080170365,11/2/2008 0:00,0802,9195,HEMLOCK AVE NE,373652517,73317504,FU,BIPD
P080170607,11/2/2008 0:00,1927,15375,SUNRISE DR NE,374383010,79549230,WC911,BIPD
P080170659,11/2/2008 0:00,2108,115,ERICKSEN AVE NE,373699525,70931378,OPEN3,BIPD
P080170707,11/2/2008 0:00,2352,,NE HIDDEN COVE RD / STATE HWY 305 NE,371306383,78271249,T,BIPD
P080123108,8/12/2008 0:00,0718,,NE DAY RD E / STATE HWY 305 NE,372176008,77016750,TRAFF3,BIPD
P080120419,8/7/2008 0:00,0813,625,WINSLOW WAY E,373938205,70912755,MISC3,BIPD
P080120439,8/7/2008 0:00,0910,11159,NE WING POINT DR,375140901,70910238,FU,BIPD
P080123251,8/12/2008 0:00,1218,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080120578,8/7/2008 0:00,1420,343,WINSLOW WAY E,373645613,70918919,FU,BIPD
P080121071,8/8/2008 0:00,1210,305,HIGH SCHOOL RD NE,373643654,72135308,ASSIS4,BIPD
P080136633,9/5/2008 0:00,1025,7968,FINCH RD NE,372258995,72140053,TRAFF3,BIPD
P080136740,9/5/2008 0:00,1338,8521,MADISON AVE N,373435333,72634981,T,BIPD
P080136831,9/5/2008 0:00,1613,8355,NE DAY RD E,372222396,77015076,FU,BIPD
P080136882,9/5/2008 0:00,1817,,FERNCLIFF AVE NE / WINSLOW WAY E,374198722,70912380,T,BIPD
P080136892,9/5/2008 0:00,1847,,MADISON AVE N / WINSLOW WAY E,373398926,70929321,BLSP,BIPD
P080136889,9/5/2008 0:00,1845,,NE NEW BROOKLYN RD / SPORTSMAN CLUB RD NE,372813314,72969792,TRAFF3,BIPD
P080130378,8/25/2008 0:00,1055,,LYNWOOD CENTER RD NE / POINT WHITE DR NE,371361277,68721584,WRT3,BIPD
P080130484,8/25/2008 0:00,1409,301,HIGH SCHOOL RD NE,373639837,72135375,WC911,BIPD
P080132952,8/29/2008 0:00,2230,449,SHANNON DR SE,373758433,70721401,POV4,BIPD
P080130532,8/25/2008 0:00,1531,10689,FALK RD NE,374493258,74829757,NOISE4,BIPD
P080130494,8/25/2008 0:00,1426,,NE ROBERTS RD / SUNRISE DR NE,374305127,75748261,T,BIPD
P080133202,8/30/2008 0:00,1249,,NE BATTLE POINT DR / NE SALMON RUN LN,369425775,73542757,FI,BIPD
P080122817,8/11/2008 0:00,1612,625,WINSLOW WAY E,373938205,70912755,FU,BIPD
P080124621,8/14/2008 0:00,2335,,MADISON AVE NE / STATE HWY 305 NE,373543645,73102849,T,BIPD
P080124846,8/15/2008 0:00,1158,9090,NE DAY RD E,373019588,76984476,WC911,BIPD
P080123093,8/12/2008 0:00,0537,,EUCLID AVE NE / NE LAFAYETTE AVE,373510422,79705391,SUSPI3,BIPD
P080124961,8/15/2008 0:00,1521,,SPORTSMAN CLUB RD NE / STATE HWY 305 NE,373298221,74162703,T,BIPD
P080170853,11/3/2008 0:00,0938,614,DIVISION ST,364302435,61471698,FU,BIPD
P080170882,11/3/2008 0:00,1032,,NE KOURA RD / STATE HWY 305 NE,373045358,75380821,T,BIPD
P080170975,11/3/2008 0:00,1341,,STATE HWY 305 NE / WINSLOW WAY E,373920134,70912883,PC4,BIPD
P080171000,11/3/2008 0:00,1421,625,WINSLOW WAY E,373938205,70912755,FOUND4,BIPD
